Model,MSE_Train,NMSE_Train
Model_1,0.3829994072263823,0.7619330093517411
Model_2,0.3829994072263823,0.7619330093517411
Model_3,0.04764247161708575,0.09477918526047412
Model_4,0.00818248465107773,0.01627810653629814
Model_5,0.003101063290221839,0.006169206636688966
Model_6,0.0011731457914477125,0.00233383782434354
Model_7,0.00026720502075435685,0.0005315734743602951
Model_8,0.00019539403830542393,0.00038871383298889314
Model_9,6.04308985412768e-05,0.00012022028106212977
Model_10,6.0430888720554386e-05,0.00012022026152493873
Model_11,6.043089415070435e-05,0.00012022027232759385
Model_12,6.043089623531451e-05,0.00012022027647468457
Model_13,4.865633718595849e-05,9.679615351001691e-05
Model_14,4.861695647318573e-05,9.671781013812853e-05
