Model,MSE_Train,NMSE_Train
Model_1,0.7513785817435629,22.6345926773468
Model_2,0.48531023374561677,14.61952699994447
Model_3,0.2684646022111222,8.087250644321081
Model_4,0.003926847471955404,0.11829268918942146
Model_5,0.0037414308855147384,0.11270718407697886
Model_6,0.0011234860227965578,0.0338439890656496
Model_7,0.00016764662941900948,0.005050201406891371
Model_8,2.363629337745231e-05,0.0007120217238019323
Model_9,2.363615783939344e-05,0.0007120176408418515
Model_10,2.0452697253879373e-05,0.0006161188018167981
Model_11,2.740373832045054e-06,8.255125575720626e-05
Model_12,2.7403648341717048e-06,8.255098470449972e-05
Model_13,2.9525237180080684e-07,8.894207707151043e-06
