Complexity,Loss,Equation
1,0.2406,"x1"
5,0.2405,"x3 + (x1 - x3)"
7,0.2258,"x1 / 1.142"
8,0.1641,"x1 - (x0 / exp(x2 / x2))"
9,0.1581,"x1 - (x0 * 0.289)"
11,0.1436,"x1 + (x0 / (x4 - 3.693))"
12,0.1433,"x1 - (x0 / exp(0.6436 ^ x4))"
13,0.1332,"(x0 / (x5 + (x4 - 3.982))) + x1"
15,0.11304,"log(x1 + 1.359) - (x0 / exp(x2 / x2))"
16,0.1075,"log(1.362 + x1) - (x0 * 0.296)"
18,0.094,"(x0 / (x4 - 3.588)) + log(x1 + 1.36)"
20,0.084,"log(x1 + 1.355) - (x0 / (4.227 - (x3 + x4)))"
23,0.0815,"log(x1 + 1.36) - (((x4 + x1) + exp(x3)) * (x0 * 0.1315))"
24,0.07764,"log(x1 + 1.359) - ((exp(x4) + (x3 + x1)) * log(1.154 ^ x0))"
26,0.0725,"log(x1 + 1.361) - ((0.1366 * x0) * ((x3 + 2.16) + x4))"
28,0.06122,"log(x1 + 1.36) - (((2.203 + x4) + (x3 + x1)) * (0.1324 * x0))"
33,0.06003,"(((0.742 ^ x1) * x1) + 0.2742) - ((x0 * 0.1345) * ((x4 + 2.17) + x3))"
34,0.05798,"log(x1 + 1.363) - (((x3 + x4) + 2.012) * ((x0 * 0.1434) * (1.344 ^ x1)))"
35,0.04825,"(((0.743 ^ x1) * x1) + 0.2747) - (((x3 + x1) + (x4 + 2.318)) * (x0 * 0.1285))"
36,0.04733,"log(x1 + 1.359) - (((2.355 + x1) + (x4 + x3)) * ((x0 * 0.1252) - (0.04196 * x2)))"
40,0.04517,"(((0.744 ^ x1) * x1) + (0.2734 - (x0 * 0.2905))) - (log(1.135 ^ x0) * ((x4 + x5) + (x3 + x1)))"
43,0.04376,"((x1 * (0.746 ^ x1)) + 0.2751) - (((x1 + 2.371) + (x4 + x3)) * ((x0 * 0.12213) / (0.8267 ^ x5)))"
46,0.0368,"(((x1 + 0.2129) * exp(x1)) * (0.2866 ^ x1)) - (((x4 + 2.432) + (x3 + x1)) * ((x0 * 0.1225) - (x2 * 0.04105)))"
49,0.03378,"((x1 + 0.2537) * (0.75 ^ (x1 - 0.2686))) - (((x0 * 0.12164) - (x2 * 0.04108)) * ((x1 + 2.447) + (x4 + x3)))"
57,0.03165,"(((x1 + 0.2161) - (x3 * 0.05817)) * (1.1045 - (x1 * 0.2395))) - (((x1 + x4) + (x3 + 2.443)) * ((x0 * 0.122) - (x2 * 0.04205)))"
59,0.02872,"(((x1 + 0.2576) - (x3 * 0.0602)) * ((0.654 ^ x1) - (x1 * -0.10236))) - (((x1 + 2.45) + (x3 + x4)) * ((x0 * 0.12146) + (x2 * -0.0418)))"
