Model,MSE_Train,NMSE_Train
Model_1,3.668745813135249,3.5275820121562464
Model_2,0.6970501593774227,0.6702294814175487
Model_3,0.24378128635281088,0.23440121623023552
Model_4,0.21022587613875507,0.2021369309647293
Model_5,0.0026843039468117088,0.002581018909522343
Model_6,0.0026843039468117088,0.002581018909522343
Model_7,0.001067868291259386,0.001026779495628079
Model_8,0.0008887124481494856,0.000854517103596322
Model_9,0.0007339614835311358,0.0007057205537789325
Model_10,0.0007059032940552468,0.0006787419704891206
Model_11,0.00026687348134307953,0.0002566048835917697
Model_12,0.00012760228953595686,0.00012269248517174407
Model_13,9.885121630280415e-05,9.504767849030677e-05
