Complexity,Loss,MSE,NMSE,Absolute Error
1,2.3176433130496186,2.4018243700558957,0.6016899004908918,0.9889343318895373
3,1.7007936113081603,1.6289704428834084,0.4080794065963749,0.952641476254448
5,1.2343109923401994,1.2785726893444358,0.32029997022809875,0.6378162770786406
6,0.6494661809518736,0.6267351331661042,0.15700573472825705,0.7216734443953168
8,0.0136836466994951,0.013765712075157307,0.0034484994123425063,0.09970294354768752
10,0.0118624428345192,0.01113680391270479,0.002789921911678319,0.0855334215672969
12,0.008616917303373,0.008201448038436176,0.002054575062044624,0.07873450657334734
13,0.0073552451967294,0.006567502011945002,0.001645249203608071,0.06351186349684337
14,0.0027694668418999,0.002608105656279002,0.0006533661879530867,0.03758655283254504
16,0.0027694668418998,0.0026081056538987345,0.0006533661873567972,0.037586552798623656
17,0.0027645739954689,0.002613034180486291,0.000654600850768912,0.037007757671347896
19,0.0025277092143154,0.0022469492877308693,0.0005628915711732094,0.03628421261662045
21,0.0022077360299021,0.002098011468273226,0.0005255806075215605,0.04097855192848673
23,0.0021112318331906,0.0019528153124837144,0.0004892069818652358,0.03796972073641288
24,0.002024458795958,0.0018900226265728254,0.0004734765540253353,0.038239819406549726
25,0.0017327876965737,0.0017438619660984926,0.0004368613067354439,0.03638658689166458
26,0.0016289315526882,0.001686175962840752,0.0004224101728421445,0.03049253718231528
28,0.001575643756256,0.0016312630008619576,0.00040865372376926244,0.03253365223792105
30,0.0015418618838803,0.001555975741036959,0.0003897932340360847,0.03346367965757378
