Model,MSE_Train,NMSE_Train
Model_1,3428.114410081917,3239.718750637193
Model_2,0.5326401975130353,0.5033683911339598
Model_3,0.5278693099359899,0.4988596927383988
Model_4,0.31252839391879805,0.29535306491158286
Model_5,0.0005697852560799333,0.0005384721036526504
Model_6,0.000569785256079933,0.0005384721036526502
Model_7,0.0005619378865147715,0.000531055994596119
Model_8,0.0005619378700532543,0.0005310559790392619
Model_9,0.0005493583867237003,0.000519167814543868
Model_10,0.0005269895598801138,0.0004980282902789261
Model_11,0.0005269895553198541,0.0004980282859692802
Model_12,0.0005152048869941729,0.0004868912565771261
Model_13,0.000515203392173433,0.00048688984390584376
Model_14,0.0005088607123148419,0.00048089573273886097
