complexity,loss,score,equation,sympy_format,lambda_format
1,3428.1145,0.0,x0,x0,PySRFunction(X=>x0)
2,0.5326404,8.769674434739525,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
6,0.5278214,0.002272138973549039,sin((x0 * x0) + x0),sin(x0*x0 + x0),PySRFunction(X=>sin(x0*x0 + x0))
7,0.31250653,0.5241326039503681,sin(sin(x0 * x0) + x0),sin(x0 + sin(x0*x0)),PySRFunction(X=>sin(x0 + sin(x0*x0)))
9,0.00056888594,3.154350343425063,sin((x0 * x0) + x0) + sin(x0),sin(x0) + sin(x0*x0 + x0),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0))
11,0.00056888576,1.582039701393954e-07,log(exp(sin(x0))) + sin((x0 * x0) + x0),log(exp(sin(x0))) + sin(x0**2 + x0),PySRFunction(X=>log(exp(sin(x0))) + sin(x0**2 + x0))
15,0.00056106853,0.0034591464393273893,(sin(x0) - -0.0027959289) + sin(x0 + (x0 * x0)),sin(x0) + sin(x0 + x0*x0) - 1*(-0.0027959289),PySRFunction(X=>sin(x0) + sin(x0 + x0*x0) - 1*(-0.0027959289))
16,0.0005610685,5.3469405556026864e-08,sin((x0 * x0) + x0) + (sin(x0) - cos(1.5735941)),sin(x0) + sin(x0*x0 + x0) - cos(1.5735941),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0) - cos(1.5735941))
17,0.00054846844,0.022713262137649647,sin(x0 + (x0 * x0)) + sin(x0 - (0.060660794 / x0)),sin(x0 - 0.060660794/x0) + sin(x0 + x0*x0),PySRFunction(X=>sin(x0 - 0.060660794/x0) + sin(x0 + x0*x0))
18,0.00052613637,0.04156930162669294,sin(x0 + (x0 * x0)) + (sin(x0) + (-0.0006449588 / sin(x0))),sin(x0) + sin(x0 + x0*x0) - 0.0006449588/sin(x0),PySRFunction(X=>sin(x0) + sin(x0 + x0*x0) - 0.0006449588/sin(x0))
19,0.0005261362,3.231101993935343e-07,sin((x0 * x0) + x0) + (sin(x0) - (cos(1.5701513) / sin(x0))),sin(x0) + sin(x0*x0 + x0) - cos(1.5701513)/sin(x0),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0) - cos(1.5701513)/sin(x0))
23,0.00051431794,0.005679620011019542,(sin(x0) - (-0.01627762 / (x0 + -2.1257033))) + sin((x0 * x0) + x0),sin(x0) + sin(x0*x0 + x0) - (-1)*0.01627762/(x0 - 2.1257033),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0) - (-1)*0.01627762/(x0 - 2.1257033))
27,0.000514316,9.429982448190362e-07,sin((x0 * x0) + x0) + ((sin(x0) / (x0 / x0)) - (-0.01606777 / (x0 + -2.1296768))),sin(x0*x0 + x0) - (-1)*0.01606777/(x0 - 2.1296768) + sin(x0)/((x0/x0)),PySRFunction(X=>sin(x0*x0 + x0) - (-1)*0.01606777/(x0 - 2.1296768) + sin(x0)/((x0/x0)))
29,0.0005078089,0.006366333420817731,((0.996493 * sin(x0)) - (-0.016480515 / (x0 + -2.125787))) + sin((x0 * x0) + x0),0.996493*sin(x0) + sin(x0*x0 + x0) - (-1)*0.016480515/(x0 - 2.125787),PySRFunction(X=>0.996493*sin(x0) + sin(x0*x0 + x0) - (-1)*0.016480515/(x0 - 2.125787))
