Model,MSE_Train,NMSE_Train
Model_1,3782.709101039509,2682.0569987159233
Model_2,0.643369745610592,0.45616892097327283
Model_3,0.6372363491419217,0.45182015439215345
Model_4,0.5513522341828118,0.3909256775894558
Model_5,0.22458096421360815,0.15923480520401426
Model_6,0.22286690658809327,0.15801948567297994
Model_7,0.21645025070649643,0.15346987946327717
Model_8,0.21181277501950513,0.15018176668736957
Model_9,0.210964469574659,0.14958029205777854
Model_10,0.2109644581207287,0.14958028393658998
Model_11,0.21064720580583315,0.14935534229587788
Model_12,0.21058042041191002,0.1493079893992107
Model_13,0.20881455631323495,0.14805593748664592
Model_14,0.20881469389723334,0.14805603503792886
Model_15,0.20825984994940186,0.14766263362805898
Model_16,0.20766637307159158,0.14724184028360918
