complexity,loss,score,equation,sympy_format,lambda_format
1,3782.709,0.0,x0,x0,PySRFunction(X=>x0)
2,0.6433698,8.67923130201734,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
6,0.6372365,0.002394704327172969,sin(x0) / cos(cos(x0)),sin(x0)/cos(cos(x0)),PySRFunction(X=>sin(x0)/cos(cos(x0)))
7,0.551323,0.1448200139561581,sin(sin(x0 * x0) + x0),sin(x0 + sin(x0*x0)),PySRFunction(X=>sin(x0 + sin(x0*x0)))
9,0.22459325,0.4490149279364546,sin((x0 * x0) + x0) + sin(x0),sin(x0) + sin(x0*x0 + x0),PySRFunction(X=>sin(x0) + sin(x0*x0 + x0))
14,0.22287989,0.0015315943864325807,sin((x0 * x0) + x0) + (sin(x0) + (sin(x0) / x0)),sin(x0) + sin(x0*x0 + x0) + sin(x0)/x0,PySRFunction(X=>sin(x0) + sin(x0*x0 + x0) + sin(x0)/x0)
15,0.21646412,0.029208210266700674,sin(x0 / 0.9977487) + sin(x0 + (x0 * x0)),sin(x0/0.9977487) + sin(x0 + x0*x0),PySRFunction(X=>sin(x0/0.9977487) + sin(x0 + x0*x0))
16,0.21183184,0.021632053856268,log(sin(x0) - -1.3079154) + sin(x0 + (x0 * x0)),log(sin(x0) + 1.3079154) + sin(x0**2 + x0),PySRFunction(X=>log(sin(x0) + 1.3079154) + sin(x0**2 + x0))
21,0.21097767,0.0008080907754849983,sin(x0 + (x0 * x0)) + (sin(0.122850634 + x0) + 0.07734856),sin(x0 + 0.122850634) + sin(x0 + x0*x0) + 0.07734856,PySRFunction(X=>sin(x0 + 0.122850634) + sin(x0 + x0*x0) + 0.07734856)
22,0.21097764,1.421951533254035e-07,(sin(x0 - -0.122682646) - sin(-0.07738238)) + sin(x0 + (x0 * x0)),sin(x0 - 1*(-0.122682646)) + sin(x0 + x0*x0) - sin(-0.07738238),PySRFunction(X=>sin(x0 - 1*(-0.122682646)) + sin(x0 + x0*x0) - sin(-0.07738238))
23,0.21066062,0.0015037537615258923,(sin(x0 - -0.116937876) - (-0.00129873 * x0)) + sin(x0 + (x0 * x0)),-(-1)*0.00129873*x0 + sin(x0 - 1*(-0.116937876)) + sin(x0 + x0*x0),PySRFunction(X=>-(-1)*0.00129873*x0 + sin(x0 - 1*(-0.116937876)) + sin(x0 + x0*x0))
25,0.21059433,0.00015736313732855602,sin(x0 + (x0 * x0)) + (((x0 * 1.6464599e-5) * x0) + sin(x0 / 0.99828553)),x0*1.6464599e-5*x0 + sin(x0/0.99828553) + sin(x0 + x0*x0),PySRFunction(X=>x0*1.6464599e-5*x0 + sin(x0/0.99828553) + sin(x0 + x0*x0))
27,0.20881328,0.004246610370980282,(0.07850081 + sin(x0 / 0.9980683)) + sin((x0 * x0) + (0.9988191 * x0)),sin(x0/0.9980683) + sin(0.9988191*x0 + x0*x0) + 0.07850081,PySRFunction(X=>sin(x0/0.9980683) + sin(0.9988191*x0 + x0*x0) + 0.07850081)
29,0.20881191,3.2804534611670207e-06,(((x0 * 0.07850081) / x0) + sin(x0 / 0.99808383)) + sin((0.9988191 + x0) * x0),sin(x0/0.99808383) + sin(x0*(x0 + 0.9988191)) + x0*0.07850081/x0,PySRFunction(X=>sin(x0/0.99808383) + sin(x0*(x0 + 0.9988191)) + x0*0.07850081/x0)
31,0.20826805,0.0013039713254243289,sin((x0 * x0) + (x0 * 0.99883795)) + (sin(x0 / 0.9983631) + ((1.7247676e-5 * x0) * x0)),1.7247676e-5*x0*x0 + sin(x0/0.9983631) + sin(x0*0.99883795 + x0*x0),PySRFunction(X=>1.7247676e-5*x0*x0 + sin(x0/0.9983631) + sin(x0*0.99883795 + x0*x0))
37,0.20766792,0.00048094775777587977,(sin(x0 / 0.99808383) + ((1.0592859 ^ x0) * (0.07850081 / x0))) + sin((x0 * x0) + (0.9988191 * x0)),1.0592859**x0*0.07850081/x0 + sin(x0/0.99808383) + sin(0.9988191*x0 + x0*x0),PySRFunction(X=>1.0592859**x0*0.07850081/x0 + sin(x0/0.99808383) + sin(0.9988191*x0 + x0*x0))
