complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x0 - x0,0.1935952439323414,-x0 + x0,PySRFunction(X=>-x0 + x0)
5,0.9893,-0.00821,0.0023697921636985863,-0.00821000000000000,PySRFunction(X=>-0.00821000000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7104,x0 / (x1 - exp(x0 + x1)),0.022232001498645224,x0/(x1 - exp(x0 + x1)),PySRFunction(X=>x0/(x1 - exp(x0 + x1)))
9,0.7007,x0 / (-1.523 - x0),0.013748356301472137,x0/(-x0 - 1.523),PySRFunction(X=>x0/(-x0 - 1.523))
10,0.552,-0.5327 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.5327,PySRFunction(X=>-x0/exp(x0) - 0.5327)
12,0.514,-1.024 - (x0 / exp(x0 + x0)),0.035662390410965146,-x0/exp(x0 + x0) - 1.024,PySRFunction(X=>-x0/exp(x0 + x0) - 1.024)
14,0.4978,-0.949 - ((x0 - (x0 * x0)) / exp(x0)),0.016012437760836738,-(-x0*x0 + x0)/exp(x0) - 0.949,PySRFunction(X=>-(-x0*x0 + x0)/exp(x0) - 0.949)
15,0.442,(-0.5054 - x0) / (x0 + 0.695),0.1188885078557936,(-x0 - 0.5054)/(x0 + 0.695),PySRFunction(X=>(-x0 - 0.5054)/(x0 + 0.695))
19,0.3865,((x0 + 1.462) ^ (-4.598 - x1)) - (x3 / x3),0.03354450351255537,(x0 + 1.462)**(-x1 - 4.598) - x3/x3,PySRFunction(X=>(x0 + 1.462)**(-x1 - 4.598) - x3/x3)
21,0.338,((x0 + 1.462) ^ ((-4.598 - x2) - x1)) - (x3 / x3),0.06704298627222893,(x0 + 1.462)**(-x1 - x2 - 4.598) - x3/x3,PySRFunction(X=>(x0 + 1.462)**(-x1 - x2 - 4.598) - x3/x3)
23,0.3184,(((x1 * 0.04932) + -0.512) - x0) / (x0 + 0.686),0.02986872075639542,(-x0 + x1*0.04932 - 0.512)/(x0 + 0.686),PySRFunction(X=>(-x0 + x1*0.04932 - 0.512)/(x0 + 0.686))
26,0.309,((exp(x0) * 1.593) ^ ((-4.99 - x2) - x1)) - (0.794 ^ x1),0.00998905902416084,-0.794**x1 + (exp(x0)*1.593)**(-x1 - x2 - 4.99),PySRFunction(X=>-0.794**x1 + (exp(x0)*1.593)**(-x1 - x2 - 4.99))
27,0.3018,((exp(x0) * 1.602) ^ (-5.656 - x2)) - (0.751 ^ (x1 / exp(x0))),0.02357673056399688,-0.751**(x1/exp(x0)) + (exp(x0)*1.602)**(-x2 - 5.656),PySRFunction(X=>-0.751**(x1/exp(x0)) + (exp(x0)*1.602)**(-x2 - 5.656))
28,0.2815,((x0 + 1.462) ^ ((-4.598 - x1) - x2)) - exp((x3 - x1) * 0.1631),0.0696320987540036,(x0 + 1.462)**(-x1 - x2 - 4.598) - exp((-x1 + x3)*0.1631),PySRFunction(X=>(x0 + 1.462)**(-x1 - x2 - 4.598) - exp((-x1 + x3)*0.1631))
30,0.2703,((exp(x0) * 1.58) ^ ((-5.195 - x2) - x1)) - (0.8374 ^ ((x1 + x0) - x3)),0.02029999714867153,-0.8374**(x0 + x1 - x3) + (exp(x0)*1.58)**(-x1 - x2 - 5.195),PySRFunction(X=>-0.8374**(x0 + x1 - x3) + (exp(x0)*1.58)**(-x1 - x2 - 5.195))
