Complexity,Loss,Equation
1,0.2406,"x1"
5,0.2405,"(x1 - x0) + x0"
7,0.2258,"x1 * 0.8745"
8,0.1641,"x1 - (x0 / exp(x2 / x2))"
9,0.158,"(x0 * -0.2883) + x1"
11,0.1436,"(x0 / (x4 - 3.693)) + x1"
12,0.1433,"x1 - (x0 / exp(0.6577 ^ x4))"
13,0.1333,"x1 - (x0 / ((3.977 - x5) - x4))"
16,0.1075,"log(x1 + 1.361) - (x0 * 0.2944)"
18,0.094,"log(x1 + 1.361) + (x0 / (x4 - 3.6))"
20,0.0839,"log(x1 + 1.357) + (x0 / (x3 + (x4 - 4.207)))"
23,0.07764,"log(x1 + 1.363) - ((0.1412 * x0) * ((x1 + x3) + exp(x4)))"
26,0.07245,"log(x1 + 1.358) - ((x0 * 0.1412) * ((x4 + x3) + 2.068))"
28,0.06116,"log(x1 + 1.358) - ((x0 * 0.1335) * ((x4 + x3) + (x1 + 2.238)))"
