Complexity,Loss,Equation
1,2713.1055060417516,"2.4914013167233615"
3,0.0028742699319856888,"46.99982200567099 - -7.579031079998751"
5,0.0001964866010305511,"54.37232383778707 - (x3 * -0.10065917799265535)"
6,0.00013578028382484644,"55.47268103282165 - cos(0.22663517136003256 * x0)"
7,1.3829237668220229e-5,"54.85113043606535 - (0.1799038665401158 / cos(sin(x4)))"
8,5.600912476131223e-6,"54.67105308508424 - ((sin(x4) ^ 2.734551676147066) / 6.662163143118384)"
10,2.858926235867288e-6,"54.670046766645925 - ((sin(x4) ^ x4) / (x2 + 5.32457941328359))"
12,1.6251991279860224e-6,"54.67104736600201 - ((sin(x4) ^ x4) / ((1.482541425875848 ^ x4) + 4.9720316369143145))"
13,1.4478619007499867e-6,"54.67105308508424 - ((sin(x3) ^ x4) / ((x2 + 6.2687252026733535) - sin(x1)))"
14,8.583994854941129e-7,"(54.660690620701615 - (-0.02960660286803019 / x4)) - ((sin(x4) ^ x4) / (x4 + 4.858147162327149))"
15,8.583794478678305e-7,"(54.660690620701615 - sin(-0.02960660286803019 / x4)) - ((sin(x4) ^ x4) / (x4 + 4.858147162327149))"
16,2.6731432203283876e-7,"(54.624999575849735 - (-0.13131179381401462 / x0)) - ((sin(x1) ^ x4) / ((x2 / 0.4032645809424009) + 1.4532675094162275))"
21,2.3190183776863494e-7,"(54.69170143464898 + ((-0.0024450842547633586 * x4) * (x1 + 0.18871281987940086))) - ((sin(x3) ^ x4) / ((5.6306536665685085 + x3) - sin(x0)))"
22,1.662105488591796e-7,"((-0.0004139420189029672 / sin(x4)) + ((x4 * -0.010308920109464575) + 54.70224345264089)) - ((sin(x3) ^ x3) / ((5.656850837590362 + x1) - sin(x4)))"
23,1.6621047016942905e-7,"((sin(-0.00041394063271011863) / sin(x4)) + ((-0.010309137340290637 * x3) + 54.70203581742024)) - ((sin(x3) ^ x3) / ((x1 + 5.656839241553301) - sin(x4)))"
24,1.662071127821049e-7,"((-0.00041363087421083193 / sin(x4)) + ((-0.010328540404876959 * x4) + (54.683995053078796 - -0.01830436302155641))) - ((sin(x3) ^ x3) / ((5.676046225468722 + x0) - sin(x4)))"
26,1.6490431155701723e-7,"(((-0.010153712638936057 * x4) + (54.68370215421614 - -0.018011463179066805)) + ((-0.000135765515013742 * x4) / sin(x4))) - ((sin(x3) ^ x3) / ((x0 + 5.680243220199209) - sin(x4)))"
