Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.034760087643695e-17,1.616038915834891,8.963682327951887e-09,1.144444549193831e-16,1.5310149354501255,1.0697871513501324e-08,8.729228190389507e-17,1.6071133333475949,9.343033870424267e-09
Model_2,4.97188527387208e-17,1.0,7.051159673324722e-09,7.4750710962683e-17,1.0,8.645849348831092e-09,5.431619543723556e-17,1.0,7.369952200471558e-09
Model_3,4.9732159969768775e-17,1.0002676496,7.05210323022634e-09,7.477071796057188e-17,1.0002676496,8.647006300481796e-09,5.433073314521787e-17,1.0002676496,7.370938416865106e-09
Model_4,4.078191389659426e-17,0.8202505015734907,6.386071867478024e-09,6.215666038098871e-17,0.8315193204251732,7.88394954201184e-09,4.578709984211719e-17,0.8429732508608033,6.766616572713219e-09
Model_5,3.8921931274929456e-17,0.7828404947207731,6.2387443668521515e-09,5.701792589081795e-17,0.7627743623640235,7.551021513068146e-09,4.338923160064688e-17,0.7988267817981618,6.587050295894732e-09
Model_6,3.8730036790597204e-17,0.7789809027599393,6.223346108854722e-09,5.567402082866506e-17,0.7447958703223384,7.461502585181155e-09,4.405745921841832e-17,0.811129330096921,6.637579319180926e-09
Model_7,3.221396748039183e-17,0.6479225828013475,5.675734972705458e-09,4.790160888008237e-17,0.6408181041113545,6.9210988202800835e-09,3.6283185825903947e-17,0.6679993974878184,6.023552591777044e-09
Model_8,3.1447381745986003e-17,0.632504171229497,5.607796514317009e-09,4.4375925784996725e-17,0.5936522236845352,6.66152578505831e-09,3.670346889506723e-17,0.6757371093393221,6.058338790053527e-09
Model_9,3.141874158157761e-17,0.6319281288867884,5.605242330317005e-09,4.443036684595803e-17,0.5943805252653519,6.665610763160269e-09,3.65448460489117e-17,0.672816749308973,6.0452333328757215e-09
Model_10,3.085614013572908e-17,0.6206124726546328,5.554830342659358e-09,4.20753364085379e-17,0.5628754010051185,6.486550424419585e-09,3.616189522838985e-17,0.6657663508515853,6.013476135180869e-09
Model_11,3.0822578601378136e-17,0.6199374463315735,5.5518085883231e-09,4.213525349349221e-17,0.5636769597352317,6.4911673444375326e-09,3.5933212301946184e-17,0.6615561346425374,5.994431774734465e-09
Model_12,2.4861053533196803e-17,0.5000327273005464,4.986085993361607e-09,3.456154373419984e-17,0.46235739150967575,5.878906678473459e-09,2.7549351666997417e-17,0.5072032649788909,5.2487476284345595e-09
Model_13,2.021604317193716e-17,0.4066071934156479,4.496225436067142e-09,5.126308924700353e-17,0.6857873134155882,7.159824665940049e-09,3.2047089032088196e-17,0.5900098262427057,5.6610148411824705e-09
Model_14,1.7986022632189106e-17,0.36175457882562284,4.240993118620815e-09,4.9460636212115e-17,0.6616744586791516,7.032825620766876e-09,2.985683678181135e-17,0.5496857160460008,5.4641409921241375e-09
Model_15,1.7967743753489602e-17,0.3613869340049436,4.238837547428493e-09,4.814517613763249e-17,0.6440764979702667,6.938672505431604e-09,3.0025096538733106e-17,0.5527834984949977,5.479516086182529e-09
Model_16,1.6752646792825807e-17,0.3369475736068006,4.092999730372066e-09,5.01070013324969e-17,0.6703214014581249,7.078629905037902e-09,2.7461266175932827e-17,0.505581548097664,5.240349814271259e-09
Model_17,1.6745082876321253e-17,0.33679543983685417,4.092075619575139e-09,4.8764872140848055e-17,0.6523666666554171,6.983184956797869e-09,2.7567271332866657e-17,0.5075331788420581,5.250454392989873e-09
Model_18,1.65879549064971e-17,0.33363511007924934,4.072831313287735e-09,3.8196837143157314e-17,0.5109896167037917,6.1803589817386265e-09,2.6682105197266684e-17,0.4912366372953878,5.165472407947475e-09
Model_19,1.6350475971762017e-17,0.3288586737446648,4.0435721796156945e-09,5.880553716088884e-17,0.7866886669512173,7.668476847515993e-09,2.9114755426647847e-17,0.5360234676283809,5.3958090613593664e-09
Model_20,1.6246576933637386e-17,0.32676894253806127,4.030704272659728e-09,5.60828543818972e-17,0.750265163496503,7.488848668647084e-09,2.9538293122614196e-17,0.5438210994867418,5.434914270033539e-09
Model_21,1.614792626763288e-17,0.32478477233761577,4.018448241253442e-09,4.51525214118523e-17,0.6040413640265349,6.71956259081291e-09,2.802213123669622e-17,0.5159074749459738,5.293593414373286e-09
Model_22,1.5580165459501663e-17,0.3133653453626034,3.947171830501133e-09,4.346407593804374e-17,0.5814536795475008,6.592729020522817e-09,2.6141568329963698e-17,0.4812849670255583,5.112882585192398e-09
Model_23,1.4798667294492568e-17,0.2976469986598753,3.846903598284284e-09,4.3817087529198925e-17,0.5861761977230325,6.6194476755390194e-09,2.6108577491115094e-17,0.48067758209030953,5.109655320186979e-09
