Complexity,Loss,MSE,NMSE,Absolute Error
1,0.965920414802522,0.9732140343160152,0.5305199898597084,0.6032372319898086
3,0.6403096570462374,0.8488170846282344,0.4627085258241305,0.6783818687600012
5,0.3914977222151864,0.3578522983419341,0.1950730168221045,0.3010113360736638
7,0.1581252057314715,0.22950033055563535,0.12510558699941654,0.32843101803475483
8,0.0037108813701764,0.004891747370807464,0.0026665971451808575,0.0553550216037173
10,0.0034412835278506,0.01422236579553012,0.007752918773852847,0.07032151339208913
12,0.0024067574740546,0.0039125152694577895,0.0021327965770011744,0.04827435734757986
13,0.0014450300531868,0.001572551073815026,0.0008572315547427905,0.030333646404211767
14,0.0014300071358518,0.0015667032842264918,0.0008540437983358545,0.03061943063107116
16,0.0014300071358518,0.001566703284336854,0.0008540437983960154,0.03061943063428863
17,0.0014297249373896,0.0015379336215283008,0.0008383608338236973,0.03043981283798548
18,0.0013075980024709,0.0014908102568763923,0.0008126728699680835,0.03087471562096099
19,0.0011341726675308,0.00140727551133017,0.0007671362759635986,0.029542991526683327
22,0.0011315396512923,0.0013248372093253137,0.0007221973770148124,0.029164931943053907
23,0.0010913871097535,0.0013068252776857626,0.0007123786840512607,0.028936908761077816
24,0.0009899059869108,0.0010005207194306825,0.0005454054536932802,0.025844446398775468
26,0.0009110938077972,0.013622820223290163,0.007426093533268726,0.05211721929411721
28,0.0009110938077972,0.013622820223290167,0.007426093533268728,0.05211721929411724
29,0.0008999618349235,0.008873438379468562,0.004837102911699084,0.04536464816147344
