Model,MSE_Train,NMSE_Train
Model_1,91.84247996911634,34.7064024376967
Model_2,5.357426632422621,2.0245207315592775
Model_3,5.357426632422621,2.0245207315592775
Model_4,0.9899660772729556,0.37409879490467474
Model_5,0.031584709325734844,0.01193556220504106
Model_6,0.017748527939544106,0.006707000437636901
Model_7,0.01431178439947048,0.005408287637012847
Model_8,0.002745407692160149,0.0010374635381328874
Model_9,0.0007595261964436821,0.00028701774869985735
Model_10,0.0006786116065954141,0.00025644089233339725
Model_11,0.0006766905428878395,0.0002557149405715768
Model_12,0.00011259582581363614,4.254889507346623e-05
Model_13,7.762344001202944e-05,2.933316204616663e-05
Model_14,6.121176992642251e-05,2.313134751701501e-05
Model_15,8.823618678230637e-06,3.3343618433041797e-06
