Complexity,Loss,Equation
1,1.464,"x1"
3,0.994,"x5 - x5"
5,0.9893,"-0.00815"
6,0.7427,"x0 / (x0 - exp(x0))"
8,0.7217,"((x4 / exp(x0)) - x4) / x4"
9,0.7007,"x0 / (-1.527 - x0)"
10,0.552,"-0.529 - (x0 / exp(x0))"
12,0.531,"(-0.81 - (x0 + x0)) / exp(x0)"
15,0.4656,"((x0 * x0) * (0.0602 ^ x0)) - (x5 / x5)"
17,0.4553,"((x0 * x0) * (0.06946 ^ x0)) - 0.866"
18,0.4531,"(((0.2347 * x1) - x0) / exp(x0)) - 0.54"
19,0.4204,"((x1 + (0.01273 ^ x0)) * 0.1349) - (x3 / x3)"
21,0.4016,"((0.01273 ^ x0) * 0.1343) - (0.779 ^ x1)"
22,0.3884,"((0.003494 ^ x0) * 0.06647) - exp(x1 * -0.2908)"
24,0.3613,"(exp(0.2007 * x1) * ((x0 * x0) * (0.0602 ^ x0))) - (x5 / x5)"
25,0.3604,"((exp(x2) + (0.003494 ^ x0)) * 0.0632) - exp(x1 * -0.3303)"
26,0.3125,"((x0 * -1.94) - exp(x1 / -10.3)) / (x0 + (x0 + 1.354))"
