Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.018888540239106e-18,1.0003833764,2.8317642098591304e-09,1.1472316612487215e-17,1.0003833764000003,3.3870808393788323e-09,1.1772904705475797e-17,1.0003833763999999,3.4311666682741887e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,4.967275554419668e-18,0.6196843696858967,2.2287385567669593e-09,5.909295965691615e-18,0.5152892523791534,2.4309043514074376e-09,7.866698164970136e-18,0.6684598464244901,2.8047634775449668e-09
Model_7,4.265301273329866e-18,0.5321107118231276,2.065260582427764e-09,5.149731205393977e-18,0.449055379555775,2.2693019202816483e-09,6.40578054346821e-18,0.5443207542121329,2.530964350493347e-09
Model_8,4.251035245995597e-18,0.530330976823588,2.061803881555081e-09,5.241893889146815e-18,0.4570919444332118,2.2895182657377543e-09,6.727928657903777e-18,0.5716947648307742,2.5938251016411607e-09
Model_9,3.9340504581114775e-18,0.49078605600573383,1.9834440899887948e-09,4.5893185464291544e-18,0.4001875242751504,2.142269485015635e-09,6.04006504845172e-18,0.5132446764845838,2.4576543793730882e-09
Model_10,3.6068575099990704e-18,0.4499676327885432,1.8991728489000337e-09,4.142017396482449e-18,0.3611829666285954,2.035194682698058e-09,5.870201226915081e-18,0.4988107752878815,2.422849815179447e-09
Model_11,3.3412742047043925e-18,0.4168352201938372,1.8279152619047724e-09,3.6972679109075575e-18,0.32240091352980865,1.922828102277361e-09,5.609175604856038e-18,0.4766305487715757,2.368369820120168e-09
Model_12,3.1629009711802463e-18,0.39458255803039094,1.7784546581738446e-09,3.490567936837807e-18,0.30437672321617854,1.8683061678530654e-09,5.244183774836545e-18,0.44561596329688946,2.290018291375976e-09
Model_13,3.109584884677079e-18,0.3879311965150353,1.7634015097750936e-09,3.2613725012544392e-18,0.28439093381992087,1.8059270476003284e-09,5.2347578951701684e-18,0.4448150145453206,2.287959329876772e-09
Model_14,2.655390859010969e-18,0.33126896076296897,1.6295370075610338e-09,2.686815267298817e-18,0.23428967484543045,1.6391507762554417e-09,4.537042550295123e-18,0.3855277910491902,2.1300334622477467e-09
Model_15,2.6473034746727705e-18,0.3302600323048799,1.6270536176391886e-09,2.6812276939142044e-18,0.23380243972830536,1.6374454781500983e-09,4.426193326376585e-18,0.37610855903558454,2.103852021026333e-09
Model_16,2.537604746371541e-18,0.316574746164028,1.5929861099116781e-09,2.5109171127605863e-18,0.21895139612777792,1.5845873635620683e-09,4.382218706741856e-18,0.37237188745226363,2.0933749560797404e-09
Model_17,2.429315385449622e-18,0.30306528335460514,1.558626121123864e-09,2.5335845530847895e-18,0.22092799172322983,1.5917237678330966e-09,4.0530026892340635e-18,0.34439729329741386,2.0132070656626614e-09
Model_18,1.9671343602587428e-18,0.24540664248831387,1.4025456713628769e-09,3.0496973509277916e-18,0.265932909278194,1.74633826933037e-09,4.4239128038466234e-18,0.3759147753530055,2.103309963806244e-09
Model_19,1.9659595298214185e-18,0.24526007843100212,1.4021267880692597e-09,3.0615238868756095e-18,0.26696418049936277,1.7497210883096795e-09,4.413541289802088e-18,0.3750334728624293,2.1008429950384413e-09
Model_20,1.74811103382769e-18,0.21808274420665463,1.3221615006600707e-09,2.8292784402824854e-18,0.24671243084284897,1.682045909088835e-09,3.963649621103539e-18,0.3368046620628692,1.990891664833508e-09
Model_21,1.7318669058701208e-18,0.21605623448634592,1.3160041435611518e-09,2.261450749294743e-18,0.19719798647113101,1.5038120724660855e-09,3.632783167145567e-18,0.30868982476243473,1.9059861403340703e-09
Model_22,1.7107928613831391e-18,0.2134271763977468,1.3079728060564329e-09,2.7750057577126528e-18,0.2419798653750865,1.6658348530729728e-09,3.99833127606963e-18,0.33975167912977716,1.999582775498336e-09
Model_23,1.5524837067590146e-18,0.19367757571141664,1.2459870411681716e-09,4.929139193857789e-18,0.4298198067624614,2.220166478860941e-09,4.616943117069098e-18,0.39231721139746206,2.148707313030115e-09
Model_24,1.0129620627787501e-18,0.12637043194236727,1.0064601645265202e-09,3.529788982539101e-18,0.30779678940245275,1.878773265335416e-09,3.888367959680764e-18,0.3304077256636398,1.9718945102821206e-09
Model_25,9.348097607697281e-19,0.11662066882184302,9.668556049223317e-10,3.848805035051511e-18,0.3356149159864762,1.9618371581381344e-09,4.080713484465208e-18,0.34675197292742627,2.0200775936743637e-09
Model_26,9.105488695051336e-19,0.1135940408551417,9.542268438401497e-10,3.9505356477401656e-18,0.34448580207185014,1.9875954436806717e-09,4.0918799462336e-18,0.347700824804322,2.022839575011721e-09
Model_27,9.09302897993167e-19,0.11343860170895771,9.535737506837984e-10,3.846120472516103e-18,0.3353808227493348,1.9611528427218777e-09,4.006396350057696e-18,0.3404369956382294,2.0015984487548187e-09
