complexity,loss,equation,score,sympy_format,lambda_format
1,1.469,x4,0.0,x4,PySRFunction(X=>x4)
3,0.998,x0 - x0,0.1932919499312067,-x0 + x0,PySRFunction(X=>-x0 + x0)
5,0.9976,0.01958,0.00020044097281859567,0.0195800000000000,PySRFunction(X=>0.0195800000000000)
6,0.8438,x0 / (x0 - exp(x0)),0.1674368946755884,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
7,0.7593,x5 * -0.4832,0.10551854347105023,x5*(-0.4832),PySRFunction(X=>x5*(-0.4832))
9,0.6187,(x5 + x0) * -0.4392,0.10238822684112243,(x0 + x5)*(-0.4392),PySRFunction(X=>(x0 + x5)*(-0.4392))
11,0.53,(x5 - (x4 - x0)) * -0.4084,0.0773717479953878,(x5 - (-x0 + x4))*(-0.4084),PySRFunction(X=>(x5 - (-x0 + x4))*(-0.4084))
13,0.529,(-0.4138 * (x0 - (x4 + x5))) - x5,0.0009442873439340681,-x5 - 0.4138*(x0 - (x4 + x5)),PySRFunction(X=>-x5 - 0.4138*(x0 - (x4 + x5)))
14,0.489,((x5 + x0) - (x4 / exp(x0))) * -0.3616,0.07862594238342742,(x0 - x4/exp(x0) + x5)*(-0.3616),PySRFunction(X=>(x0 - x4/exp(x0) + x5)*(-0.3616))
16,0.4478,((x5 + x0) - ((x4 - x0) / exp(x0))) * -0.327,0.0440078926551088,(x0 + x5 - (-x0 + x4)/exp(x0))*(-0.327),PySRFunction(X=>(x0 + x5 - (-x0 + x4)/exp(x0))*(-0.327))
18,0.4163,((x0 + (x5 + x5)) - ((x4 - x0) / exp(x0))) * -0.269,0.03647027498186233,(x0 + x5 + x5 - (-x0 + x4)/exp(x0))*(-0.269),PySRFunction(X=>(x0 + x5 + x5 - (-x0 + x4)/exp(x0))*(-0.269))
20,0.3928,(((x0 - x4) / exp(x0)) + ((x5 + x0) + (x5 - x2))) * -0.2598,0.029052788860309472,(x0 - x2 + x5 + x5 + (x0 - x4)/exp(x0))*(-0.2598),PySRFunction(X=>(x0 - x2 + x5 + x5 + (x0 - x4)/exp(x0))*(-0.2598))
