complexity,loss,equation,score,sympy_format,lambda_format
23,0.386,(((x0 - x4) / (x0 + 0.9287)) + ((x5 + x5) + x0)) * -0.2235,0.005821069005159948,(x0 + x5 + x5 + (x0 - x4)/(x0 + 0.9287))*(-0.2235),PySRFunction(X=>(x0 + x5 + x5 + (x0 - x4)/(x0 + 0.9287))*(-0.2235))
25,0.3293,(((x5 + x4) + (x0 / x0)) + ((x0 - x4) / (0.917 + x0))) * -0.4272,0.07943409004125619,(x4 + x5 + (x0 - x4)/(x0 + 0.917) + x0/x0)*(-0.4272),PySRFunction(X=>(x4 + x5 + (x0 - x4)/(x0 + 0.917) + x0/x0)*(-0.4272))
26,0.329,log(0.6626) * (((x0 - x4) / (x0 + 0.917)) + ((x5 + x4) + (x0 / x0))),0.0009114386169465738,-0.411583789116342*x4 - 0.411583789116342*x5 - 0.411583789116342 - 0.411583789116342*(x0 - x4)/(x0 + 0.917),PySRFunction(X=>-0.411583789116342*x4 - 0.411583789116342*x5 - 0.411583789116342 - 0.411583789116342*(x0 - x4)/(x0 + 0.917))
27,0.3152,(((x0 - x4) / (x0 + 0.9683)) + ((x5 + x4) + 0.678)) * -0.472,0.04285039278164799,(x4 + x5 + 0.678 + (x0 - x4)/(x0 + 0.9683))*(-0.472),PySRFunction(X=>(x4 + x5 + 0.678 + (x0 - x4)/(x0 + 0.9683))*(-0.472))
29,0.3018,(((x0 - x4) / (x0 + 0.92)) + ((0.718 ^ x2) + (x5 + x4))) * -0.4119,0.02172140582498774,(0.718**x2 + x4 + x5 + (x0 - x4)/(x0 + 0.92))*(-0.4119),PySRFunction(X=>(0.718**x2 + x4 + x5 + (x0 - x4)/(x0 + 0.92))*(-0.4119))
31,0.2446,(((-0.5005 - x0) - (x4 * -0.0916)) / (x0 + 0.724)) + (x5 * -0.4968),0.10507016154033826,x5*(-0.4968) + (-x0 - (-0.0916)*x4 - 0.5005)/(x0 + 0.724),PySRFunction(X=>x5*(-0.4968) + (-x0 - (-0.0916)*x4 - 0.5005)/(x0 + 0.724))
33,0.2444,(((-0.5015 - x0) - (x4 * -0.08856)) / (x0 + 0.723)) + ((x5 + x5) * -0.2566),0.00040899797781584915,(x5 + x5)*(-0.2566) + (-x0 - (-0.08856)*x4 - 0.5015)/(x0 + 0.723),PySRFunction(X=>(x5 + x5)*(-0.2566) + (-x0 - (-0.08856)*x4 - 0.5015)/(x0 + 0.723))
35,0.2166,((x5 + (x5 - x2)) * -0.2391) + (((-0.4983 - x0) - (x4 * -0.09247)) / (x0 + 0.7285)),0.06037694636527505,(-x2 + x5 + x5)*(-0.2391) + (-x0 - (-0.09247)*x4 - 0.4983)/(x0 + 0.7285),PySRFunction(X=>(-x2 + x5 + x5)*(-0.2391) + (-x0 - (-0.09247)*x4 - 0.4983)/(x0 + 0.7285))
37,0.2147,(((x5 - x2) + (x5 + x5)) * -0.166) + (((-0.4968 - x0) - (x4 * -0.0998)) / (x0 + 0.7437)),0.0044053148410774035,(-x2 + x5 + x5 + x5)*(-0.166) + (-x0 - (-0.0998)*x4 - 0.4968)/(x0 + 0.7437),PySRFunction(X=>(-x2 + x5 + x5 + x5)*(-0.166) + (-x0 - (-0.0998)*x4 - 0.4968)/(x0 + 0.7437))
38,0.2125,(((-0.5015 - x0) - (-0.09283 * x4)) / (exp(-0.3215) + x0)) + (((x5 + x5) + (x5 - x2)) * -0.1687),0.010299716520263817,(-x2 + x5 + x5 + x5)*(-0.1687) + (-x0 - (-1)*0.09283*x4 - 0.5015)/(x0 + exp(-0.3215)),PySRFunction(X=>(-x2 + x5 + x5 + x5)*(-0.1687) + (-x0 - (-1)*0.09283*x4 - 0.5015)/(x0 + exp(-0.3215)))
41,0.1925,((x5 + (x5 - x2)) * -0.2361) + (((-0.5117 - x0) - (x4 * -0.0834)) / ((x0 * 1.484) + 0.997)),0.0329486115455442,(-x2 + x5 + x5)*(-0.2361) + (-x0 - (-0.0834)*x4 - 0.5117)/(x0*1.484 + 0.997),PySRFunction(X=>(-x2 + x5 + x5)*(-0.2361) + (-x0 - (-0.0834)*x4 - 0.5117)/(x0*1.484 + 0.997))
43,0.1254,((x5 + 1.111) * -0.481) + (((-1.518 - x4) / (0.722 ^ x2)) / ((5.492 / x0) + 7.934)),0.21429376276450926,(x5 + 1.111)*(-0.481) + (-x4 - 1.518)/((7.934 + 5.492/x0)*(0.722**x2)),PySRFunction(X=>(x5 + 1.111)*(-0.481) + (-x4 - 1.518)/((7.934 + 5.492/x0)*(0.722**x2)))
45,0.11597,(((1.29 ^ x3) + x5) * -0.481) + (((-1.549 - x4) / (0.722 ^ x2)) / ((5.492 / x0) + 7.934)),0.03908854561510426,(1.29**x3 + x5)*(-0.481) + (-x4 - 1.549)/((7.934 + 5.492/x0)*(0.722**x2)),PySRFunction(X=>(1.29**x3 + x5)*(-0.481) + (-x4 - 1.549)/((7.934 + 5.492/x0)*(0.722**x2)))
51,0.11255,(((-1.549 - x4) / (0.7227 ^ x2)) / ((5.492 / x0) + 7.957)) + (((x5 + 1.128) + (x3 * 0.242)) * -0.488),0.004988994935978444,(x3*0.242 + x5 + 1.128)*(-0.488) + (-x4 - 1.549)/((7.957 + 5.492/x0)*(0.7227**x2)),PySRFunction(X=>(x3*0.242 + x5 + 1.128)*(-0.488) + (-x4 - 1.549)/((7.957 + 5.492/x0)*(0.7227**x2)))
69,0.1125,(((x5 + 1.144) + (0.2284 * x3)) * ((1.343 * 1.343) / -3.734)) + (((-1.533 - x4) / (0.722 ^ x2)) / ((5.492 / x0) + (1.294 / 0.1626))),2.4685872681466985e-05,(0.2284*x3 + x5 + 1.144)*1.343*1.343/(-3.734) + (-x4 - 1.533)/((1.294/0.1626 + 5.492/x0)*(0.722**x2)),PySRFunction(X=>(0.2284*x3 + x5 + 1.144)*1.343*1.343/(-3.734) + (-x4 - 1.533)/((1.294/0.1626 + 5.492/x0)*(0.722**x2)))
