Model,MSE_Train,NMSE_Train
Model_1,2714.9578640571394,547.8237473623146
Model_2,12.264043439714737,2.474636650499906
Model_3,0.8951131891554865,0.18061579079677045
Model_4,0.8951131891554865,0.18061579079677045
Model_5,0.5562799730232084,0.11224608066247604
Model_6,0.06582201758829966,0.01328155578823068
Model_7,0.06579226033500676,0.01327555137459836
Model_8,0.06452633769206956,0.013020113713739668
Model_9,0.06391844587845104,0.012897453404444951
Model_10,0.06305180049603695,0.012722581842969278
