Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,1.1775604000609113e-17,1.469046293655983,3.431559995193019e-09,1.5656864616980663e-17,1.36527500228893,3.956875613028626e-09,1.461254682062604e-17,1.2416773338377392,3.822636108842436e-09
Model_2,8.015815465762777e-18,1.0,2.831221550102142e-09,1.1467920082570468e-17,1.0,3.386431762574062e-09,1.1768392981340827e-17,1.0,3.4305091431653153e-09
Model_3,8.02159855278238e-18,1.0007214596,2.8322426719443338e-09,1.1476193723606075e-17,1.0007214596000003,3.3876531291745433e-09,1.1776883401433787e-17,1.0007214596,3.431746406923709e-09
Model_4,6.7689798377673595e-18,0.8444530524285504,2.6017263187674757e-09,9.376984067163327e-18,0.8176708592009589,3.062186158149652e-09,1.012319492400125e-17,0.860201978303402,3.181696862367823e-09
Model_5,6.113806104995256e-18,0.7627179207291634,2.4726111916343128e-09,7.349722730229959e-18,0.6408941357553096,2.711037205615216e-09,9.435089907443072e-18,0.8017313767820905,3.071659145713123e-09
Model_6,4.967551465846891e-18,0.6197187905665171,2.228800454470272e-09,5.907991979195172e-18,0.5151755450558503,2.4306361264482127e-09,7.874920422322543e-18,0.6691585193329699,2.8062288613586996e-09
Model_7,4.265301273329866e-18,0.5321107118231276,2.065260582427764e-09,5.149731205393977e-18,0.449055379555775,2.2693019202816483e-09,6.40578054346821e-18,0.5443207542121329,2.530964350493347e-09
Model_8,4.114448690003354e-18,0.5132913435416552,2.02841038500678e-09,4.855705978707072e-18,0.42341644724983935,2.2035666494814883e-09,6.266317172940369e-18,0.5324700817584712,2.5032613073629306e-09
Model_9,3.857616137106391e-18,0.48125061680662135,1.9640814996090134e-09,4.688870409083765e-18,0.4088684238574482,2.165379968754621e-09,6.693150619683642e-18,0.5687395577540495,2.5871124095569645e-09
Model_10,3.840513091152467e-18,0.47911695417092637,1.95972270771976e-09,4.648749106176624e-18,0.4053698554493792,2.156095801715829e-09,6.63014949695146e-18,0.5633861401011828,2.5749076676555724e-09
Model_11,3.7518981912762056e-18,0.46806194669791823,1.9369817219778317e-09,4.280085917061469e-18,0.3732225099446379,2.068836851243101e-09,5.93292930067853e-18,0.5041409910499577,2.4357605179242334e-09
Model_12,3.303398122660507e-18,0.41211005128174555,1.8175252742838289e-09,3.905769455508368e-18,0.3405822003803947,1.9763019646573163e-09,5.805907086452796e-18,0.49334748556223884,2.409544995731102e-09
Model_13,3.2728938515456198e-18,0.4083045406328069,1.8091141068339553e-09,4.266841525182431e-18,0.3720676020115797,2.065633444051105e-09,6.43977859826841e-18,0.5472096834698578,2.537671885462817e-09
Model_14,2.6025290508852184e-18,0.3246742720065306,1.6132355844343437e-09,2.887575085948418e-18,0.25179588496933303,1.69928664031364e-09,4.826582564628502e-18,0.4101309815436319,2.1969484665391e-09
Model_15,2.594654739579657e-18,0.32369192512751443,1.6107932019907635e-09,2.865972042024066e-18,0.249912104495733,1.69291820299271e-09,4.792462550038453e-18,0.40723168895167416,2.1891693744519755e-09
Model_16,2.377408648104785e-18,0.29658974289754975,1.5418847713447283e-09,2.4287265414096256e-18,0.21178439716378286,1.5584372112503042e-09,4.396823459926312e-18,0.37361290253457885,2.096860381600623e-09
