Complexity,Loss,Equation
1,0.024429442698535003,"0.7973192025235561"
2,0.018408897044434075,"sin(x0)"
3,0.01696482066357684,"sin(sin(x0))"
4,0.0006460764348657691,"sin(0.7273601608885522 * x0)"
5,0.0002095587403727671,"(-1940.1233118078703 / x0) + 28.342693537052725"
6,3.561691541946634e-6,"cos(0.5222425364917778 * x0) + 0.19820102755479957"
7,3.5616915398915454e-6,"cos(0.5222425340815442 * x0) + sin(0.19952232601687356)"
8,9.072446841449171e-7,"0.15833557914012197 + (cos(0.5239275806580694 * x0) ^ 1.205702430417824)"
9,9.072444838560323e-7,"(cos(0.5239270736030891 * x0) ^ 1.2056333183918524) + sin(0.15901721899359803)"
11,8.356764818591801e-7,"(cos(x0 * 0.5236980877475137) ^ 1.1982089648693515) + (cos(0.22364639243871226) ^ x0)"
15,4.0039853027247775e-8,"(sin(-0.45649550714276377 * x0) / -0.8314670747397455) - (sin(1.0625589554826953 ^ x0) / (1.0796121535523708 ^ x0))"
19,3.82578899721417e-8,"(sin(x0 * -0.4564893951181905) / -0.8311637165669683) - (sin(1.0625605193200696 ^ x0) / ((x0 ^ 1.0541631705303474) + (x0 + x0)))"
