Model,MSE_Train,NMSE_Train
Model_1,782.8720693047119,20.6679336408641
Model_2,428.97849840258255,11.325093186957487
Model_3,108.72307427085711,2.8703045776770426
Model_4,16.18186049934213,0.42720341176962995
Model_5,14.800585247970542,0.3907375492686595
Model_6,2.3879491021076764,0.06304219490670417
Model_7,0.8409254096245675,0.022200550057268998
Model_8,0.44814624004112613,0.011831124284199829
Model_9,0.07525281032234175,0.0019866848633545075
Model_10,0.04865536538884068,0.0012845085455937373
Model_11,0.018790516598220352,0.0004960723026873174
Model_12,0.009904599451049973,0.0002614828299794189
Model_13,0.004452107415904644,0.00011753626708848828
Model_14,0.002972275942546296,7.846850635180006e-05
Model_15,0.0015053194739901125,3.9740647567564e-05
