Model,MSE_Train,NMSE_Train
Model_1,319.3170622390006,24.49460420765014
Model_2,93.78060654757807,7.193849347195089
Model_3,37.536654778864076,2.879412379784746
Model_4,14.026521734100909,1.07596536144269
Model_5,4.317799612681305,0.3312156006289852
Model_6,1.3332643708969267,0.10227384293307311
Model_7,0.29445288857046276,0.022587289613526566
Model_8,0.06449068505172494,0.00494703851509155
Model_9,0.008109967380874803,0.000622110324260708
Model_10,0.0034385029867961773,0.00026376532822212657
Model_11,0.00014582788782706177,1.1186362450271862e-05
Model_12,0.00014582788782706177,1.1186362450271862e-05
