Model,MSE_Train,NMSE_Train
Model_1,2924.0654728595864,2757.851911470422
Model_2,0.6260621580042963,0.5904747124088614
Model_3,0.5401035649297199,0.5094022903244835
Model_4,0.5401035649297199,0.5094022903244835
Model_5,0.0498212829389099,0.04698927628683071
Model_6,0.0498212829389099,0.04698927628683071
Model_7,0.049446351570007374,0.04663565725812036
Model_8,0.04706823955136331,0.044392724999187574
Model_9,0.04661131330303091,0.0439617719514324
Model_10,0.04526181989728785,0.0426889882182742
Model_11,0.04509966024145859,0.04253604625410034
Model_12,0.04328761720867874,0.04082700574594393
Model_13,0.04169164678939599,0.03932175556864034
Model_14,0.041376930144908286,0.0390249284600725
