complexity,loss,score,equation,sympy_format,lambda_format
1,0.0045316154,0.0,x0,x0,PySRFunction(X=>x0)
3,0.0045316145,9.93023469364019e-08,log(exp(x0)),log(exp(x0)),PySRFunction(X=>log(exp(x0)))
7,0.004264308,0.015199590216157311,sin(x0 / sin(x0)) * x0,x0*sin(x0/sin(x0)),PySRFunction(X=>x0*sin(x0/sin(x0)))
8,0.0041379873,0.0300704066971681,x0 - (cos(x0) - sin(cos(x0))),x0 - (-sin(cos(x0)) + cos(x0)),PySRFunction(X=>x0 - (-sin(cos(x0)) + cos(x0)))
9,0.0023597411,0.5616576005732956,x0 + (-0.017649138 / x0),x0 - 0.017649138/x0,PySRFunction(X=>x0 - 0.017649138/x0)
11,0.0020711327,0.06522812697159527,x0 + (-0.004099032 / (x0 * x0)),x0 - 0.004099032/x0**2,PySRFunction(X=>x0 - 0.004099032/x0**2)
12,0.0005187031,1.3845192768496217,x0 - (0.08325079 * cos(x0 + x0)),x0 - 0.08325079*cos(x0 + x0),PySRFunction(X=>x0 - 0.08325079*cos(x0 + x0))
14,0.00021275853,0.4455868985811826,sin(cos(x0)) + ((x0 - cos(x0)) - -0.06265163),x0 + sin(cos(x0)) - cos(x0) - 1*(-0.06265163),PySRFunction(X=>x0 + sin(cos(x0)) - cos(x0) - 1*(-0.06265163))
16,0.00021275812,9.635345644429938e-07,sin(cos(x0)) + (sin(sin(0.06273546)) + (x0 - cos(x0))),x0 + sin(cos(x0)) - cos(x0) + sin(sin(0.06273546)),PySRFunction(X=>x0 + sin(cos(x0)) - cos(x0) + sin(sin(0.06273546)))
18,0.00010587342,0.3489558519926781,(sin(x0 * x0) * 0.19046879) + (x0 + -0.098683774),x0 + sin(x0*x0)*0.19046879 - 0.098683774,PySRFunction(X=>x0 + sin(x0*x0)*0.19046879 - 0.098683774)
20,6.232029e-05,0.2649785873244214,sin(cos(x0 + 0.018252509)) + ((x0 - cos(x0)) - -0.06229646),x0 + sin(cos(x0 + 0.018252509)) - cos(x0) - 1*(-0.06229646),PySRFunction(X=>x0 + sin(cos(x0 + 0.018252509)) - cos(x0) - 1*(-0.06229646))
21,6.232006e-05,3.6906186480168837e-06,(sin(0.06232917) + (x0 - cos(x0))) + sin(cos(-0.01824618 - x0)),x0 + sin(cos(-x0 - 0.01824618)) - cos(x0) + sin(0.06232917),PySRFunction(X=>x0 + sin(cos(-x0 - 0.01824618)) - cos(x0) + sin(0.06232917))
22,5.102445e-05,0.199978434726888,sin(cos(x0)) + ((x0 - cos(x0)) - ((0.7960849 ^ x0) * -0.06101332)),-(-0.06101332)*0.7960849**x0 + x0 + sin(cos(x0)) - cos(x0),PySRFunction(X=>-(-0.06101332)*0.7960849**x0 + x0 + sin(cos(x0)) - cos(x0))
23,1.400207e-05,1.2930997537796012,((x0 - cos(x0)) - (-0.013102647 / exp(x0))) + (sin(cos(x0)) - -0.043212887),x0 + sin(cos(x0)) - cos(x0) - 1*(-0.043212887) - (-1)*0.013102647/exp(x0),PySRFunction(X=>x0 + sin(cos(x0)) - cos(x0) - 1*(-0.043212887) - (-1)*0.013102647/exp(x0))
