Model,MSE_Train,NMSE_Train
Model_1,1825.5942194332772,248.87031607901164
Model_2,52.40771809467342,7.144372625834667
Model_3,10.867766044411402,1.481525490031969
Model_4,0.011309609830094528,0.0015417589205665167
Model_5,0.011309609830094533,0.0015417589205665176
Model_6,0.0009195911881617408,0.0001253613465824467
Model_7,0.0009195911881617408,0.0001253613465824467
Model_8,0.0001982725412642352,2.7029089755519215e-05
Model_9,0.00012551156968707995,1.7110102391369957e-05
Model_10,0.000125511569687078,1.711010239136969e-05
Model_11,0.0001227434258798564,1.6732740972867138e-05
Model_12,0.00012088847404513248,1.6479868541247372e-05
Model_13,0.00012079988867001374,1.6467792325146827e-05
Model_14,0.00012078753741550738,1.646610856619303e-05
Model_15,0.00012014476784046725,1.637848434740258e-05
