Model,MSE_Train,NMSE_Train
Model_1,65.86351443371525,13.482771862235467
Model_2,9.83380799615598,2.0130567111269615
Model_3,2.0483549790455955,0.4193141394411925
Model_4,1.1120818964928774,0.22765178310710193
Model_5,0.3152781858968629,0.06453988813282771
Model_6,0.00019013775184343308,3.8922671414434295e-05
Model_7,0.00019013775184344698,3.892267141443714e-05
Model_8,4.4204630687291447e-05,9.049030497923645e-06
Model_9,2.7445221373120565e-05,5.6182495219677e-06
Model_10,2.544931101738231e-05,5.209671203375626e-06
Model_11,2.7428815953732322e-06,5.614891205473086e-07
Model_12,7.717059910476541e-07,1.5797419726952356e-07
Model_13,5.911727034175893e-07,1.2101763411641158e-07
Model_14,5.34484101648003e-07,1.094130379842441e-07
Model_15,4.1622306510301414e-07,8.520408725276953e-08
