x1,x2,x3,x4,x5,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_12_Y_pred,Model_13_Y_pred,Model_14_Y_pred,Model_15_Y_pred,Model_16_Y_pred,Model_17_Y_pred,Model_18_Y_pred,Model_19_Y_pred,Model_20_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals,Model_12_Residuals,Model_13_Residuals,Model_14_Residuals,Model_15_Residuals,Model_16_Residuals,Model_17_Residuals,Model_18_Residuals,Model_19_Residuals,Model_20_Residuals
1.5872,1.3063,1.4462,2.7364,2.6156,184.808,2.7364,15.431332185338048,15.714414613526772,211.0299359599551,211.0299359599551,214.72881840944805,207.59665998050468,179.13178044798363,192.9845361024208,187.90225468925757,182.1690057631594,185.25025448683323,185.25025448683326,185.08522054480932,184.32573489014297,184.55143760173632,184.79514310244156,184.74206621171328,184.79085499493752,184.78343183464932,182.0716,169.37666781466194,169.09358538647322,26.22193595995512,26.22193595995512,29.92081840944806,22.78865998050469,5.676219552016363,8.176536102420812,3.094254689257582,2.6389942368406025,0.4422544868332352,0.4422544868332636,0.27722054480932456,0.48226510985702475,0.256562398263668,0.012856897558435776,0.06593378828671348,0.017145005062474183,0.02456816535067219
1.7811,2.3904,1.4628,2.6287,1.7595,75.2376,2.6287,13.85574571951424,12.687417544491087,80.49539678544362,80.49539678544366,75.88645026047321,65.32946162651164,63.48608559866529,76.38439703046379,77.97398581028827,75.35026838827952,75.12441361904114,75.12441361904114,74.46163796244495,75.16911468638003,75.4979047259613,75.02593580200343,75.28751572350092,75.17851107681949,75.24042706391157,72.6089,61.38185428048576,62.55018245550892,5.257796785443617,5.257796785443659,0.6488502604732105,9.908138373488356,11.75151440133471,1.1467970304637873,2.7363858102882688,0.11266838827951631,0.11318638095886513,0.11318638095886513,0.7759620375550469,0.06848531361997345,0.26030472596130494,0.21166419799656921,0.04991572350091644,0.05908892318051073,0.0028270639115675067
1.3661,2.2202,2.0715,1.8118,1.0419,27.1878,1.8118,6.121456142475494,2.935243673008205,17.35186511432587,17.351865114325875,11.37050667111645,21.263028979604925,5.366867500877829,23.654516358618643,23.3975414411771,25.604316202513523,28.212100604334097,28.21210060433409,26.638749771424756,27.454592079488105,27.128228574496895,27.217606516298904,27.085850565861,27.09468689425763,27.119030912200095,25.375999999999998,21.066343857524505,24.252556326991794,9.835934885674128,9.835934885674124,15.817293328883549,5.924771020395074,21.820932499122172,3.533283641381356,3.7902585588228987,1.5834837974864762,1.0243006043340976,1.0243006043340905,0.5490502285752434,0.26679207948810557,0.05957142550310479,0.02980651629890474,0.10194943413899793,0.09311310574236842,0.06876908779990387
1.2393,1.9153,2.9943,2.9521,1.6131,118.6256,2.9521,19.146118389194434,24.427212828072623,96.0818084567119,96.08180845671191,109.761279399133,133.0411200318307,114.48906636312283,122.52642717586725,116.83631006057776,122.2557836983952,117.09590056624359,117.09590056624357,118.93245489566888,118.11263904030541,118.62394348046524,118.73597217644036,118.60230252272564,118.62605530539237,118.66368414707024,115.6735,99.47948161080558,94.19838717192738,22.54379154328811,22.543791543288094,8.864320600867003,14.415520031830695,4.136533636877175,3.9008271758672493,1.7892899394222468,3.6301836983952,1.52969943375642,1.5296994337564342,0.30685489566887725,0.5129609596945954,0.001656519534762424,0.11037217644035024,0.023297477274368816,0.00045530539236438017,0.03808414707023644
