Model,MSE_Train,NMSE_Train
Model_1,0.027433309164321573,0.08139136284010456
Model_2,0.015107875965648086,0.04482326966455006
Model_3,0.015104968947348031,0.044814644887282935
Model_4,0.007104466601467218,0.02107810674541067
Model_5,0.0013621342429797824,0.0040412901609218
Model_6,0.0007432579884516073,0.002205157980013129
Model_7,0.0005458091133451213,0.001619350670369888
Model_8,0.00031885352052533867,0.0009460004415243632
Model_9,2.796081006027502e-05,8.295639520874294e-05
Model_10,1.8262379270275924e-05,5.4182305481533784e-05
Model_11,7.075735744866386e-06,2.099286571377652e-05
Model_12,4.95715467101576e-06,1.4707287847282229e-05
Model_13,4.576763393512089e-06,1.3578712205785139e-05
Model_14,2.703566512403279e-07,8.021160030506042e-07
Model_15,3.0355912010666e-08,9.006237760101098e-08
