Complexity,Loss,Equation
1,1.469,"x4"
3,0.998,"x3 - x3"
5,0.9976,"0.01953"
6,0.8438,"x0 / (x0 - exp(x0))"
7,0.7593,"-0.4832 * x5"
8,0.7095,"(x4 - x5) / exp(x4 / x4)"
9,0.618,"(x5 + x0) * -0.4402"
10,0.536,"(x4 - (x5 + x0)) / exp(x4 / x4)"
11,0.53,"(x5 - (x4 - x0)) * -0.4055"
14,0.489,"((x0 + x5) - (x4 / exp(x0))) * -0.3662"
16,0.4482,"((x5 + x0) + ((x0 - x4) / exp(x0))) * -0.3237"
20,0.4062,"(((x4 - x5) * 0.4014) + -0.5425) - (x0 / exp(x0))"
21,0.402,"((x4 + x5) - ((x4 - x0) / (x0 + 1.007))) * -0.443"
22,0.3875,"(-0.545 - (x0 / exp(x0))) + (((x4 - x5) - x5) * 0.2625)"
23,0.386,"(((x5 + x0) + x5) - ((x4 - x0) / (x0 + 0.9243))) * -0.2234"
24,0.3716,"(-0.5444 - (x0 / exp(x0))) + (0.2625 * ((x4 - x5) - (x5 - x2)))"
26,0.358,"(((x5 - x2) + (x5 + x0)) - ((x4 - x0) / (x0 + 0.923))) * log(0.798)"
27,0.3167,"((-0.6963 - (x4 + x5)) - ((x0 - x4) / (x0 + 0.98))) * 0.4924"
29,0.3157,"log(0.6235) * (((x5 + x4) - log(0.506)) - ((x4 - x0) / (x0 + 0.975)))"
33,0.3013,"(((x4 - x0) * 0.1938) / (x0 + 0.7383)) + (((x4 + x5) - -0.7793) * -0.4507)"
35,0.2455,"((-2.482 - x4) / ((x0 - -0.763) / -0.10767)) + ((x5 + 1.965) * -0.4736)"
38,0.2198,"((x5 + 1.207) * -0.517) - (((x4 - -1.696) * -0.07477) / ((x0 - -0.1393) + exp(x0)))"
40,0.2192,"((x5 - -1.184) * -0.4905) - (((x0 * 0.2096) * (x4 - -1.724)) / (exp(x0) + (x0 - -0.2102)))"
41,0.2152,"(((x5 + x4) - -0.7754) * -0.4402) + (((x4 - x0) * 0.2144) / ((0.7476 ^ x2) * (x0 + 0.757)))"
43,0.1305,"(((x4 - -1.549) * 0.06305) / ((x0 + 0.6724) * (0.739 ^ x2))) + ((x5 + 1.312) * -0.4863)"
49,0.1293,"(((x5 - -1.06) + 0.3252) * -0.4817) + (((x4 - -1.608) * 0.0615) / ((x0 + 0.671) * (0.7397 ^ x2)))"
51,0.11896,"(((x3 * 0.244) + (x5 - -1.402)) * -0.4993) + (((x4 - -1.635) * 0.0704) / ((0.7466 ^ x2) * (x0 + 0.6807)))"
