Model,MSE_Train,NMSE_Train
Model_1,1.4316647511456193,2.5872252532883633
Model_2,0.23142241065437674,0.4182137644604016
Model_3,0.01778936771432702,0.03214796016575126
Model_4,0.01778936771432702,0.03214796016575126
Model_5,0.010257962885769275,0.018537622445562053
Model_6,0.009633223684851318,0.017408628359453043
Model_7,0.0030448217193587363,0.005502433190299701
Model_8,0.0006163251576674719,0.0011137886931128517
Model_9,0.000311507492700206,0.0005629390896560103
Model_10,0.0002798169293404921,0.0005056696585621891
Model_11,0.00015434476591787472,0.0002789233134196163
Model_12,9.734127297839491e-05,0.0001759097578084631
Model_13,6.361124602170955e-05,0.00011495472104681738
Model_14,7.192861235955114e-06,1.299854048803719e-05
Model_15,2.1737610935373594e-06,3.928300666280459e-06
