Model,MSE_Train,NMSE_Train
Model_1,3.536988466642447e-05,0.0003107155938026605
Model_2,3.536714184673986e-05,0.00031069149881747657
Model_3,3.2898788799356456e-05,0.000289007634420814
Model_4,2.4465038484382023e-05,0.00021491924646550316
Model_5,1.2179567946752102e-05,0.00010699445934092417
Model_6,6.013661472068371e-06,5.282851252822011e-05
Model_7,5.116424681592321e-06,4.4946511646294654e-05
Model_8,4.706616130523847e-06,4.134644598332904e-05
Model_9,4.493599518605186e-06,3.94751483049126e-05
Model_10,2.428152614500484e-06,2.133071364448611e-05
Model_11,1.3372677547661127e-06,1.1747562888994489e-05
Model_12,9.9740892679925e-07,8.76198805501596e-06
