complexity,loss,score,equation,sympy_format,lambda_format
1,3724.629,0.0,x0,x0,PySRFunction(X=>x0)
2,0.440612,9.042313137935023,sin(x0),sin(x0),PySRFunction(X=>sin(x0))
4,0.4406112,9.078290267650807e-07,sin(exp(log(x0))),sin(x0),PySRFunction(X=>sin(x0))
6,0.42300647,0.020387689744782462,sin(x0) * cos(cos(x0)),sin(x0)*cos(cos(x0)),PySRFunction(X=>sin(x0)*cos(cos(x0)))
7,0.0009397591,6.109519187595867,sin(x0) + sin(x1 * x1),sin(x0) + sin(x1*x1),PySRFunction(X=>sin(x0) + sin(x1*x1))
9,0.0009397514,4.096811377273198e-06,sin(x1 * x1) + sin(exp(log(x0))),sin(x0) + sin(x1**2),PySRFunction(X=>sin(x0) + sin(x1**2))
13,0.0009244904,0.00409317635479329,sin(x1 * x1) + (sin(x0) + -0.003907468),sin(x0) + sin(x1*x1) - 0.003907468,PySRFunction(X=>sin(x0) + sin(x1*x1) - 0.003907468)
14,0.00087903795,0.05041459596728123,(sin(x0) + sin(x1 * x1)) - ((log(x0) / x0) ^ x1),-(log(x0)/x0)**x1 + sin(x0) + sin(x1**2),PySRFunction(X=>-(log(x0)/x0)**x1 + sin(x0) + sin(x1**2))
15,0.0008582605,0.023920404354178457,sin(x0) + (sin(x1 * x1) - (0.11628518 ^ x1)),-0.11628518**x1 + sin(x0) + sin(x1*x1),PySRFunction(X=>-0.11628518**x1 + sin(x0) + sin(x1*x1))
16,0.0008571092,0.00134233474320282,(sin(x0) + sin(x1 * x1)) - ((log(x1) / (x1 + x1)) ^ x1),-(log(x1)/(2*x1))**x1 + sin(x0) + sin(x1**2),PySRFunction(X=>-(log(x1)/(2*x1))**x1 + sin(x0) + sin(x1**2))
17,0.0008265486,0.03630661400709933,(sin(x0) + sin(x1 * x1)) - (exp(sin(x1)) / (x0 - (x1 * x1))),sin(x0) + sin(x1*x1) - exp(sin(x1))/(x0 - x1*x1),PySRFunction(X=>sin(x0) + sin(x1*x1) - exp(sin(x1))/(x0 - x1*x1))
20,0.00079730264,0.012008129010657604,(sin(x0) + sin(x1 * x1)) + (sin(x0 / -0.42987588) / (x0 + x1)),sin(x0) + sin(x1*x1) + sin(x0/(-0.42987588))/(x0 + x1),PySRFunction(X=>sin(x0) + sin(x1*x1) + sin(x0/(-0.42987588))/(x0 + x1))
21,0.00074054307,0.07385053525864986,(sin(x1 * x1) + sin(x0)) + (sin(x0 / -0.42987588) / (log(x1) * x0)),sin(x0) + sin(x1**2) - sin(2.32625287094498*x0)/(x0*log(x1)),PySRFunction(X=>sin(x0) + sin(x1**2) - sin(2.32625287094498*x0)/(x0*log(x1)))
