Model,MSE_Train,NMSE_Train
Model_1,91.1204502551757,30.753405295730722
Model_2,4.900564688110593,1.6539542068697242
Model_3,4.900564688110593,1.6539542068697242
Model_4,1.254943223971982,0.42354682710480995
Model_5,4.56314736595765e-05,1.5400749225497898e-05
Model_6,3.485717900355495e-05,1.1764394824215342e-05
Model_7,3.3809461195533275e-05,1.141078715112535e-05
Model_8,2.463400547450834e-05,8.314045335523059e-06
Model_9,1.613934678000566e-05,5.447074409135377e-06
Model_10,1.072507366775974e-05,3.6197421808991754e-06
Model_11,4.9292633391685e-06,1.6636400813902404e-06
Model_12,4.906066582730623e-06,1.6558111116004446e-06
Model_13,2.9519936986429976e-06,9.963060804745607e-07
Model_14,1.5970973237899362e-07,5.390247870559547e-08
