Model,MSE_Train,NMSE_Train
Model_1,1084498549431463.4,1.494776036147937
Model_2,1084230850642084.8,1.4944070640220835
Model_3,1060748350847521.4,1.4620408815314165
Model_4,849700439734066.2,1.1711512716035342
Model_5,137025887753.39717,0.00018886425754377582
Model_6,19183268.87898384,2.644050619553151e-08
Model_7,19155493.635860063,2.6402223278655902e-08
Model_8,675664.120045139,9.312751369357947e-10
Model_9,3224.6401222017043,4.44455622591211e-12
Model_10,0.466022150853442,6.42323351907689e-16
