complexity,loss,equation,score,sympy_format,lambda_format
1,1.464,x1,0.0,x1,PySRFunction(X=>x1)
3,0.994,x3 - x3,0.1935952439323414,-x3 + x3,PySRFunction(X=>-x3 + x3)
5,0.9893,-0.01575,0.0023697921636985863,-0.0157500000000000,PySRFunction(X=>-0.0157500000000000)
6,0.7427,x0 / (x0 - exp(x0)),0.286705427653926,x0/(x0 - exp(x0)),PySRFunction(X=>x0/(x0 - exp(x0)))
8,0.7104,x0 / (x1 - exp(x0 + x1)),0.022232001498645224,x0/(x1 - exp(x0 + x1)),PySRFunction(X=>x0/(x1 - exp(x0 + x1)))
9,0.7007,x0 / (-1.501 - x0),0.013748356301472137,x0/(-x0 - 1.501),PySRFunction(X=>x0/(-x0 - 1.501))
10,0.552,-0.547 - (x0 / exp(x0)),0.23853178909939288,-x0/exp(x0) - 0.547,PySRFunction(X=>-x0/exp(x0) - 0.547)
12,0.514,-1.021 - (x0 / exp(x0 + x0)),0.035662390410965146,-x0/exp(x0 + x0) - 1.021,PySRFunction(X=>-x0/exp(x0 + x0) - 1.021)
15,0.4417,(-0.5117 - x0) / (x0 + 0.6885),0.05053078228422814,(-x0 - 0.5117)/(x0 + 0.6885),PySRFunction(X=>(-x0 - 0.5117)/(x0 + 0.6885))
20,0.4307,((x1 * 0.2218) - ((x0 + x0) - -0.8115)) / exp(x0),0.005043825308483145,(x1*0.2218 - (x0 + x0 - 1*(-0.8115)))/exp(x0),PySRFunction(X=>(x1*0.2218 - (x0 + x0 - 1*(-0.8115)))/exp(x0))
22,0.3894,(((x2 + x1) * 0.1853) - (x0 + (x0 - -0.8135))) / exp(x0),0.05040234956098282,((x1 + x2)*0.1853 - (x0 + x0 - 1*(-0.8135)))/exp(x0),PySRFunction(X=>((x1 + x2)*0.1853 - (x0 + x0 - 1*(-0.8135)))/exp(x0))
23,0.3184,((x1 * 0.0485) + (-0.514 - x0)) / (x0 + 0.6836),0.20129863896787142,(-x0 + x1*0.0485 - 0.514)/(x0 + 0.6836),PySRFunction(X=>(-x0 + x1*0.0485 - 0.514)/(x0 + 0.6836))
25,0.2634,((-0.513 - x0) + ((x1 + x2) * 0.04355)) / (x0 + 0.685),0.0948173323305236,(-x0 + (x1 + x2)*0.04355 - 0.513)/(x0 + 0.685),PySRFunction(X=>(-x0 + (x1 + x2)*0.04355 - 0.513)/(x0 + 0.685))
35,0.2617,(((x1 - -3.703) / (x0 + 0.7617)) - ((x4 + x3) + (13.73 - x2))) / (x0 + 10.77),0.000647497977308058,(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 + 10.77),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 + 10.77))
