complexity,loss,equation,score,sympy_format,lambda_format
37,0.2422,(((x1 - -3.703) / (x0 + 0.7617)) - ((13.73 - x2) + (x3 + x4))) / ((x0 - x2) + 10.53),0.03871748920855411,(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 - x2 + 10.53),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 - x2 + 10.53))
39,0.2317,(((x1 - -4.062) / (x0 + 0.82)) - ((x3 + x4) + (12.11 - x2))) / ((x0 - x2) + (x0 + 8.27)),0.022160199840330706,(-(-x2 + x3 + x4 + 12.11) + (x1 - 1*(-4.062))/(x0 + 0.82))/(x0 + x0 - x2 + 8.27),PySRFunction(X=>(-(-x2 + x3 + x4 + 12.11) + (x1 - 1*(-4.062))/(x0 + 0.82))/(x0 + x0 - x2 + 8.27))
41,0.23,(((x1 - -4.562) / (x0 + 0.8257)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + (x0 - x2)),0.0036820612575675267,(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8257))/(x0 - x2 + x4*x4 + 7.926),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8257))/(x0 - x2 + x4*x4 + 7.926))
42,0.2251,(((x1 - -3.703) / (0.7617 + x0)) - ((x3 + x4) + (13.73 - x2))) / ((exp(2.342) + (x4 * x4)) + (x0 - x2)),0.021534561010508897,(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 - x2 + x4*x4 + exp(2.342)),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.73) + (x1 - 1*(-3.703))/(x0 + 0.7617))/(x0 - x2 + x4*x4 + exp(2.342)))
43,0.2137,(((x1 - -4.562) / (x0 + 0.8286)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + (x0 + (x0 - x2))),0.05197158558758461,(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8286))/(x0 + x0 - x2 + x4*x4 + 7.926),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8286))/(x0 + x0 - x2 + x4*x4 + 7.926))
45,0.2106,(((x1 - -4.562) / (x0 + 0.8286)) - ((13.25 - x2) + (x3 + x4))) / (((x4 * x4) + 7.926) + ((x0 + x0) + (x0 - x2))),0.0073062813126133904,(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8286))/(x0 + x0 + x0 - x2 + x4*x4 + 7.926),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.25) + (x1 - 1*(-4.562))/(x0 + 0.8286))/(x0 + x0 + x0 - x2 + x4*x4 + 7.926))
46,0.2078,(((x1 - -4.562) / (x0 + 0.8257)) - ((x4 + x3) + (13.58 - x2))) / (((x4 * x4) + (x0 + x0)) + ((x0 - x2) + exp(2.113))),0.013384521034748074,(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.562))/(x0 + 0.8257))/(x0 + x0 + x0 - x2 + x4*x4 + exp(2.113)),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.562))/(x0 + 0.8257))/(x0 + x0 + x0 - x2 + x4*x4 + exp(2.113)))
47,0.2063,(((x1 - -4.574) / (x0 + 0.8325)) - ((x4 + x3) + (13.58 - x2))) / (((x0 / 0.2218) + 8.64) - (x2 - (x4 * x4))),0.007244658587920908,(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2218 - (x2 - x4*x4) + 8.64),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2218 - (x2 - x4*x4) + 8.64))
48,0.2059,(((x1 - -4.574) / (0.8325 + x0)) - ((13.58 - x2) + (x3 + x4))) / (((x0 / 0.2338) + exp(2.156)) - (x2 - (x4 * x4))),0.001940806043462385,(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2338 - (x2 - x4*x4) + exp(2.156)),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2338 - (x2 - x4*x4) + exp(2.156)))
53,0.2056,(((x1 - -4.574) / (x0 + 0.8325)) - ((x3 + x4) + (13.58 - x2))) / (((x0 / 0.2338) + 8.6) - ((x2 * 1.076) - (x4 * x4))),0.0002916160905467425,(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2338 - (x2*1.076 - x4*x4) + 8.6),PySRFunction(X=>(-(-x2 + x3 + x4 + 13.58) + (x1 - 1*(-4.574))/(x0 + 0.8325))/(x0/0.2338 - (x2*1.076 - x4*x4) + 8.6))
