Complexity,Loss,MSE,NMSE,Absolute Error
1,1.2830082797859703,1.2174074995679809,0.48987200138649295,0.6767978230344396
3,0.6493107490172744,0.6319177485654183,0.2542770701767819,0.6207519895559829
5,0.5113162628430816,0.47865343099045826,0.19260511726189997,0.389567131987811
7,0.1449547010072821,0.13654133715414735,0.054942801097764234,0.26088377354111936
8,0.003024601461678,0.003404247421314472,0.0013698334354650538,0.05021910154774083
10,0.0020907966464857,0.0022264150818585558,0.0008958860631745436,0.034426075527385906
13,0.0008500228947299,0.0012432190970229642,0.0005002583173150068,0.028112441645914275
14,0.0008391391073605,0.0012063250872477445,0.0004854125549764527,0.02803820956728601
17,0.0007117391502285,0.001015588291084273,0.00040866206994345837,0.026027896807639967
19,0.0007085855692218,0.0009832704045168736,0.0003956576915582655,0.026142836885972513
20,0.0007076600807337,0.001156897095090683,0.0004655232496689955,0.027377548082493774
21,0.000654315457366,0.0010444407073986895,0.0004202719794682438,0.026291946865422283
22,0.0006329658690257,0.0009173849585237661,0.0003691460795447542,0.024440029117010237
23,0.0006009782824638,0.0009745249310587695,0.00039213860482065774,0.024991499013934552
24,0.0005463527711483,0.0009490432684683056,0.00038188505121902836,0.02445322321603751
26,0.0005441801388566,0.0009497852621466101,0.000382183621688108,0.0246796185412613
28,0.0005306899595934,0.0009387170309469714,0.00037772988161216835,0.0243727048364398
30,0.000530689959536,0.000938715659538458,0.00037772932977177525,0.024372710817415863
