Complexity,Loss,Equation
1,4.451081837151305,"x4"
2,3.710900208256212,"cos(x3)"
3,2.333807727320254,"x4 + x2"
4,0.46996117839759005,"2.6451279278651367"
6,0.28430940119786763,"x3 + 2.2352721232214683"
7,0.2536177750428481,"x2 + ((x4 + x0) + x1)"
8,0.17109796641562414,"cos(x3) + (x1 + (x4 + x3))"
9,7.538866029901602e-8,"(x2 + (x1 + x4)) + (x0 + x3)"
14,7.532537016669506e-8,"(x2 + (x1 + x4)) + ((x0 + x3) * 0.9999921629294987)"
16,7.511798689598248e-8,"((x3 + x2) + x1) + ((x4 + x0) * (0.9999752774314368 ^ x1))"
18,7.493442472325746e-8,"(x3 + x2) + (((x4 + x1) + x0) * ((0.9999744749674541 ^ x1) ^ x1))"
19,7.487532312415091e-8,"((x3 + x0) + ((x4 + x1) * 0.9999312028353428)) + (7.912145429894712e-5 + x2)"
20,7.48258614842743e-8,"((x4 * x1) * (-8.790025156029378e-5 * x1)) + (((x4 + x1) + x2) + (x0 + x3))"
21,5.017824771554114e-8,"((x3 + x0) + ((x4 + x1) + x2)) + ((4.378843180395895e-12 ^ x4) * 0.0011689560009733046)"
23,4.928919600168282e-8,"((x2 + (x4 + x1)) + (x3 + x0)) + (((1.6096961753165076e-12 ^ x4) * x1) * 0.0017050972606546077)"
24,4.9289194834231e-8,"((x2 + (x4 + x1)) + (x3 + x0)) + (((1.6096961753165076e-12 ^ x4) * x1) * sin(0.0017050972606546077))"
25,3.101910188494951e-8,"((4.378843180395895e-12 ^ x4) * ((-0.7078270708949368 + x1) * x4)) + ((x0 + x3) + ((x1 + x4) + x2))"
26,3.095648076645932e-8,"((4.378843180395895e-12 ^ x4) * ((-0.7078270708949368 + x1) * sin(x4))) + ((x0 + x3) + ((x1 + x4) + x2))"
27,3.0259668019737775e-8,"(((4.378843180395895e-12 * x2) ^ x4) * ((-0.7078270708949368 + x1) * x4)) + ((x0 + x3) + ((x1 + x4) + x2))"
28,2.773157373617561e-8,"((1.4970741981672844e-11 ^ x4) * ((x1 + -0.7423728980393876) * 0.0815603174981283)) + ((x3 + x0) + ((x1 + x4) + x2))"
29,2.7648212428205977e-8,"(sin(1.4970741981672844e-11 ^ x4) * ((x1 + -0.7423728980393876) * 0.08283709699299292)) + ((x3 + x0) + ((x1 + x4) + x2))"
