complexity,loss,score,equation,sympy_format,lambda_format
1,22260.182,0.0,x0,x0,PySRFunction(X=>x0)
2,20706.887,0.07233317166341062,exp(x0),exp(x0),PySRFunction(X=>exp(x0))
4,3675.7153,0.864359298535206,exp(x0 * x0),exp(x0*x0),PySRFunction(X=>exp(x0*x0))
6,362.53244,1.1581945361084882,x0 * exp(x0 + x0),x0*exp(x0 + x0),PySRFunction(X=>x0*exp(x0 + x0))
7,362.53214,8.275124954116061e-07,exp((x0 + x0) + log(x0)),x0*exp(2*x0),PySRFunction(X=>x0*exp(2*x0))
8,11.32112,3.4664431246233125,exp(2.4180174 * x0),exp(2.4180174*x0),PySRFunction(X=>exp(2.4180174*x0))
10,4.467064,0.4649693191268892,x0 * exp(2.0612729 * x0),x0*exp(2.0612729*x0),PySRFunction(X=>x0*exp(2.0612729*x0))
12,3.4283576,0.13232502843763552,exp((x0 + 0.13410534) + x0) * x0,x0*exp(x0 + x0 + 0.13410534),PySRFunction(X=>x0*exp(x0 + x0 + 0.13410534))
13,1.734918,0.6811211626469955,(exp(x0) * x0) * ((log(x0) + exp(x0)) - cos(x0)),x0*(exp(x0) + log(x0) - cos(x0))*exp(x0),PySRFunction(X=>x0*(exp(x0) + log(x0) - cos(x0))*exp(x0))
14,1.0077038,0.5432858727733986,(exp(x0) * x0) * ((log(x0) + exp(x0)) - sin(cos(x0))),x0*(exp(x0) + log(x0) - sin(cos(x0)))*exp(x0),PySRFunction(X=>x0*(exp(x0) + log(x0) - sin(cos(x0)))*exp(x0))
16,0.9131119,0.04928556008944877,(sin(exp(x0)) + exp(x0 + x0)) * (x0 / 0.8727346),x0*(exp(x0 + x0) + sin(exp(x0)))/0.8727346,PySRFunction(X=>x0*(exp(x0 + x0) + sin(exp(x0)))/0.8727346)
18,0.07984796,1.2183670548157892,(exp(x0 + x0) / cos(1.0790021 ^ x0)) - exp(exp(sin(x0))),exp(x0 + x0)/cos(1.0790021**x0) - exp(exp(sin(x0))),PySRFunction(X=>exp(x0 + x0)/cos(1.0790021**x0) - exp(exp(sin(x0))))
25,0.036525033,0.11173235218646237,(((x0 * x0) * x0) + ((-0.25405955 / x0) / sin(x0))) * exp(x0 - -0.77519244),(x0*x0*x0 - 0.25405955/(x0*sin(x0)))*exp(x0 - 1*(-0.77519244)),PySRFunction(X=>(x0*x0*x0 - 0.25405955/(x0*sin(x0)))*exp(x0 - 1*(-0.77519244)))
