Complexity,Loss,Equation
1,5.808920098863349e22,"1.4504961733008884e11"
3,9.345393201243247e18,"cube(square(x0))"
5,4.0320394806044966e12,"cube(square(x0 - -0.16774443124811422))"
6,4.0320394805919775e12,"cube(square(x0 + cos(-1.4022550935717315)))"
7,4.761774350782173e7,"cube(square(-0.16665493736910852 - x0) + 0.19850247124054074)"
9,4.708763703531771e7,"cube(square(-0.16665493736910852 - x0) + 0.19850247124054074) + x0"
10,3.295665750002834e7,"cube(square(x0 + 0.16665317144053426) + 0.1988413091940558) + sin(x0)"
13,2.0378844873636022e7,"((cube(square(-0.16665493736910852 - x0) + 0.19850247124054074) - -5273.092819090878) + x0) - x0"
16,2.0302555268424176e7,"((cube(square(-0.16665493736910852 - x0) + 0.19850247124054074) - -5273.092819090878) + square(log(cube(x0)))) - x0"
17,2.026758173386116e7,"((cube(square(-0.16665493736910852 - x0) + 0.19850247124054074) - -5273.092819090878) + square(log(cube(square(x0))))) - x0"
19,3338.3351360207516,"((square(x0) + (cube(square(x0)) + (square(x0) * cube(x0)))) + square(square(x0))) + cube(x0)"
