complexity,loss,score,equation,sympy_format,lambda_format
1,1247672800000000.0,0.0,x0,x0,PySRFunction(X=>x0)
3,1247369400000000.0,0.0001216011502713108,x0 * x0,x0*x0,PySRFunction(X=>x0*x0)
5,1220525800000000.0,0.010877552139749815,(x0 * x0) * x0,x0*x0*x0,PySRFunction(X=>x0*x0*x0)
6,971859600000000.0,0.22782567890420993,(x0 ^ log(x0)) / x0,x0**log(x0)/x0,PySRFunction(X=>x0**log(x0)/x0)
7,155306380000.0,8.741566817477015,((x0 * x0) * x0) * x0,x0*x0*x0*x0,PySRFunction(X=>x0*x0*x0*x0)
9,21193956.0,4.449719521689461,(x0 * ((x0 * x0) + x0)) * x0,x0*x0*(x0*x0 + x0),PySRFunction(X=>x0*x0*(x0*x0 + x0))
11,20677766.0,0.012328514982823823,((x0 * x0) * ((x0 * x0) + x0)) + x0,x0*x0*(x0*x0 + x0) + x0,PySRFunction(X=>x0*x0*(x0*x0 + x0) + x0)
13,669778.5,1.7149336174984353,(x0 * (x0 * x0)) * (x0 + 1.0116764),x0*x0*x0*(x0 + 1.0116764),PySRFunction(X=>x0*x0*x0*(x0 + 1.0116764))
15,654889.25,0.011240461670682872,(x0 * ((x0 * x0) + x0)) * (x0 + 0.011500683),x0*(x0 + 0.011500683)*(x0*x0 + x0),PySRFunction(X=>x0*(x0 + 0.011500683)*(x0*x0 + x0))
16,3458.7297,5.2435647544400945,((x0 * x0) * ((x0 * x0) + x0)) + (cos(x0) + (x0 * x0)),x0*x0*(x0*x0 + x0) + x0*x0 + cos(x0),PySRFunction(X=>x0*x0*(x0*x0 + x0) + x0*x0 + cos(x0))
38,3284.3977,0.0023508225616930304,(cos(-0.10405103 / -1.7996407) + ((x0 * x0) - (-1.1037942 - -0.47705865))) + ((x0 * x0) * (x0 + (x0 * x0))),x0*x0*(x0 + x0*x0) + x0*x0 - (-1.1037942 - 1*(-0.47705865)) + cos(-0.10405103/(-1.7996407)),PySRFunction(X=>x0*x0*(x0 + x0*x0) + x0*x0 - (-1.1037942 - 1*(-0.47705865)) + cos(-0.10405103/(-1.7996407)))
39,97.77748,3.5142442808774264,((x0 * (x0 * 0.9999982)) * ((x0 - -0.032509964) + (x0 * x0))) + (((x0 * x0) - sin(x0)) - ((x0 - 31.912066) + log(x0))),0.9999982*x0**2*(x0**2 + x0 + 0.032509964) + x0**2 - x0 - log(x0) - sin(x0) + 31.912066,PySRFunction(X=>0.9999982*x0**2*(x0**2 + x0 + 0.032509964) + x0**2 - x0 - log(x0) - sin(x0) + 31.912066)
