Model,MSE_Train,NMSE_Train
Model_1,63.036358259754536,112.44542821825183
Model_2,10.595909241514732,18.90117996845866
Model_3,6.213427898538315,11.083628243169612
Model_4,1.3750334303098817,2.4528102059525363
Model_5,0.5611800830744633,1.0010434690537893
Model_6,0.19308042501109962,0.34442045305774777
Model_7,0.01230109150966217,0.021942915811476494
Model_8,0.007780962707266232,0.013879825988098041
Model_9,0.003308733903150054,0.005902181072498468
Model_10,0.0010047718484124126,0.0017923307100136102
Model_11,0.0001850578346294335,0.0003301096071302472
Model_12,0.00010943613774033987,0.0001952142178019918
Model_13,6.893231854558524e-05,0.00012296275182958923
Model_14,4.315612519516172e-05,7.69826987436971e-05
Model_15,2.666183018612334e-05,4.75598685445479e-05
Model_16,5.0158664053412125e-06,8.947395779274074e-06
Model_17,2.7646730965415977e-06,4.931675287190215e-06
Model_18,7.57599979522098e-07,1.3514209333677465e-06
