Model,MSE_Train,NMSE_Train
Model_1,5.030298417473183e+22,1.3072962876492977
Model_2,5.01516287342082e+22,1.303362795257976
Model_3,3.902412642404823e+22,1.0141763245239332
Model_4,3.7144394268272627e+22,0.9653250106439341
Model_5,2.191555256109026e+22,0.5695511106334695
Model_6,1.0598851874262109e+17,2.754476684810225e-06
Model_7,1.0594936431839928e+17,2.7534591222486797e-06
Model_8,4.997278614365282e+16,1.2987149546071212e-06
Model_9,8844574224071574.0,2.2985672199494466e-07
Model_10,2143726698057046.0,5.5712121260440177e-08
Model_11,354380691522493.6,9.209802759070936e-09
Model_12,69965858446725.086,1.8183037946990263e-09
