Model,MSE_Train,NMSE_Train
Model_1,2570.3248872074632,725.428419518985
Model_2,62.172502216596016,17.54708140009752
Model_3,14.836047866724318,4.1872102664650965
Model_4,0.060858664744176415,0.01717627417418389
Model_5,0.05394418741757577,0.015224786102072755
Model_6,0.052478481411359336,0.014811116687415896
Model_7,0.052467165134915186,0.014807922869943023
Model_8,0.05212231091830553,0.014710593909481765
Model_9,0.0505356506238821,0.014262787301287721
Model_10,0.05024395471249602,0.01418046132567658
Model_11,0.049956030684833105,0.014099199897065515
Model_12,0.04956122459973644,0.013987772911413397
Model_13,0.04901636978470149,0.013833997344244712
Model_14,0.04815923401719445,0.013592086040257233
Model_15,0.04683566197896163,0.013218531406524561
Model_16,0.046793224118670644,0.013206554076315498
Model_17,0.04679036630917788,0.01320574751048643
Model_18,0.05333845548483268,0.015053829052709473
