Complexity,Loss,MSE,NMSE,Absolute Error
1,0.2528751270110456,0.24159812085637572,0.23833066946363124,0.3877044972215369
3,0.1007546125987194,0.10595966198182649,0.10452662912590013,0.22611961393517438
6,0.0783873360377268,0.07993884155398864,0.07885772271811312,0.2178844772249266
8,0.0606930343641703,0.05436414700635629,0.053628908639345635,0.18026478067271093
10,0.038839013821368,0.037786849178686945,0.03727580756735867,0.1590443957562931
12,0.0076458292797581,0.007038646196563174,0.006943453261136047,0.07198862815389842
15,0.0040024106820079,0.0037665389937784712,0.0037155990980647785,0.0553710114018624
17,0.0023112303539641,0.0019487744012430988,0.0019224185438013435,0.03684828560293195
19,0.0021849683655762,0.001805346361400399,0.0017809302713164422,0.03540863260773799
22,0.002131861305434,0.0017780476032546563,0.001754000710435179,0.034988064217390674
25,0.0020941343296797,0.001726667906791051,0.0017033158896608948,0.0331521950126427
26,0.002044636610842,0.0017085723434205925,0.001685465056562045,0.03482637302959779
28,0.0020446104161277,0.0017080310646935691,0.001684931098264188,0.034824877476267356
29,0.0020011062603826,0.0016892452779761814,0.001666399376622952,0.03436879778297845
