Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.220935357531588e-21,0.5863531178641598,9.066937386753913e-11,8.799821775172852e-21,0.5888763520671445,9.380736525013829e-11,7.786274810633158e-21,0.5327752031164329,8.823987086704716e-11
Model_2,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_3,3.402752885950153e-21,0.242699240077375,5.833311997442064e-11,4.324271515737843e-21,0.2893764556368579,6.575919339330314e-11,4.22600526188639e-21,0.28916405682187185,6.500773232382737e-11
Model_4,2.159073859497086e-21,0.15399460452578514,4.646583540083064e-11,2.5979663707797807e-21,0.17385363002853144,5.097024985989161e-11,2.129870924496789e-21,0.14573623998743596,4.615052463945333e-11
Model_5,8.473228547923657e-22,0.06043477732614628,2.910881060422026e-11,1.0591560886482368e-21,0.07087779612907302,3.2544678346055853e-11,8.514082450794035e-22,0.058257538006200774,2.917890068318893e-11
Model_6,8.304255004485176e-22,0.05922958400296879,2.881710430366864e-11,1.0481765425888464e-21,0.07014305454043669,3.2375554707044734e-11,8.09170624575611e-22,0.05536743235358087,2.8445924568830787e-11
Model_7,8.224975908892348e-22,0.058664130768505414,2.867921879844768e-11,1.0585170303173896e-21,0.0708350309062944,3.253485869521166e-11,8.274158151767161e-22,0.05661585799547153,2.8764836435771994e-11
Model_8,6.896536903922167e-22,0.04918912192120912,2.6261258355079192e-11,9.584378126540437e-22,0.06413781747163172,3.095864681561589e-11,7.685612391209924e-22,0.05258873854810772,2.77229370579849e-11
Model_9,6.263440785666459e-22,0.04467360310610445,2.502686713447462e-11,7.767666466429713e-22,0.05198054244383338,2.7870533662687037e-11,6.379686077169558e-22,0.04365294865962608,2.5258040456792284e-11
Model_10,5.914154922101231e-22,0.04218234333796,2.4319035593750898e-11,8.229726093601591e-22,0.05507260492689583,2.868749918274786e-11,6.16653992578228e-22,0.042194497900300665,2.483251885287169e-11
Model_11,4.360385894850321e-22,0.03110018207592463,2.088153704795296e-11,5.921824571842591e-22,0.03962833044285998,2.4334799304376008e-11,4.570489162761907e-22,0.031273533894623985,2.137870239926153e-11
Model_12,3.7430209289929935e-22,0.026696864730059548,1.9346888455234847e-11,6.144753202954243e-22,0.04112014928208611,2.478861271421667e-11,4.0524101276635726e-22,0.027728582427229847,2.0130598917229393e-11
Model_13,3.6557493735714155e-22,0.02607440577135461,1.9120014052221343e-11,3.571322216783873e-22,0.023898974920258827,1.8897942260425798e-11,3.4390780033212525e-22,0.023531862492838767,1.8544751287955447e-11
Model_14,3.398617259243827e-22,0.024240426906639936,1.8435339050974428e-11,6.322181996634075e-22,0.042307487201458924,2.5143949563730187e-11,3.9719844399804725e-22,0.027178270331481222,1.9929838032408774e-11
Model_15,3.078088060869797e-22,0.021954272270222213,1.7544480787044675e-11,4.722094637971122e-22,0.03159984299192965,2.173038112406481e-11,3.0414609937558325e-22,0.0208111714282944,1.7439784957836587e-11
Model_16,2.822835236983782e-22,0.020133697328076756,1.680129529823157e-11,4.266131964445335e-22,0.028548580787708774,2.065461683122041e-11,2.854173683729001e-22,0.019529659574841575,1.6894299878151213e-11
Model_17,2.7298294300439466e-22,0.01947033917590879,1.652219546562728e-11,4.363453330838103e-22,0.02919984683245134,2.0888880608682946e-11,2.8813447439473334e-22,0.019715577327281315,1.697452427594757e-11
