x1,x2,x3,x4,x5,y,Model_1_Y_pred,Model_2_Y_pred,Model_3_Y_pred,Model_4_Y_pred,Model_5_Y_pred,Model_6_Y_pred,Model_7_Y_pred,Model_8_Y_pred,Model_9_Y_pred,Model_10_Y_pred,Model_11_Y_pred,Model_1_Residuals,Model_2_Residuals,Model_3_Residuals,Model_4_Residuals,Model_5_Residuals,Model_6_Residuals,Model_7_Residuals,Model_8_Residuals,Model_9_Residuals,Model_10_Residuals,Model_11_Residuals
2.809,2.8191,2.8291,2.8392,2.8492,286.0919641822964,2.8492,17.273957145710447,295.42056938937753,295.42056938937765,295.3010389638336,292.6121130251211,291.94279887145916,289.6227063390225,288.7569394702829,285.98658046859373,285.25556608004047,283.2427641822964,268.818007036586,9.328605207081125,9.328605207081239,9.209074781537197,6.52014884282471,5.8508346891627525,3.5307421567260917,2.664975287986465,0.10538371370267896,0.8363981022559415
2.1558,2.1658,2.1759,2.1859,2.196,91.02452547949086,2.196,8.98898554937376,79.989869867516,79.98986986751605,81.38995736395184,83.54867460668801,85.0109791401792,84.34854423752309,92.29368373083845,91.5959561817132,92.59079838392314,88.82852547949086,82.0355399301171,11.034655611974856,11.034655611974813,9.634568115539025,7.475850872802852,6.0135463393116595,6.675981241967776,1.2691582513475907,0.5714307022223437,1.5662729044322816
1.9045,1.9146,1.9246,1.9347,1.9447,54.44918443484376,1.9447,6.9915340801584245,48.395169256918095,48.39516925691808,49.853538153707035,52.09684507530707,53.5139738058978,50.86711855168926,57.59869717315744,57.16588859284579,55.6421630031181,52.50448443484376,47.457650354685335,6.054015177925663,6.0540151779256774,4.595646281136723,2.3523393595366855,0.9352106289459599,3.582065883154499,3.149512738313682,2.716704158002031,1.1929785682743415
2.5075,2.5176,2.5276,2.5377,2.5477,173.8293276992621,2.5477,12.777681292796665,161.64458414141382,161.64458414141382,162.56789083644895,163.43381805871346,164.19756962339812,172.07120954853025,172.88632696376862,171.38030424700978,174.09248719166965,171.28162769926212,161.05164640646544,12.184743557848293,12.184743557848293,11.261436862813156,10.395509640548653,9.631758075863985,1.7581181507318604,0.9430007354934844,2.4490234522523338,0.26315949240753866
