Complexity,Loss,MSE,NMSE,Absolute Error
1,1.6675069559644464,1.5069224677863162,0.5475442820535514,0.6539868696538562
3,1.0726790709243628,0.9985398316006936,0.3628221005947634,0.6655556187932914
5,0.9056579146771578,0.8729908958163259,0.31720356123644855,0.5431916728879804
6,0.8374449858321501,0.9006933327473519,0.32726931529134345,0.9161532624505021
7,0.4396024454411271,0.364608259630703,0.13248137977766036,0.38007060596947745
8,0.0258859218600262,0.08176430401052534,0.029709277082329497,0.20597281355464836
10,0.0173060723254834,0.055560703332208604,0.02018812916175751,0.17017189082811754
12,0.0121251526383747,0.013413929897745772,0.004873987064621409,0.09715404030481462
14,0.0120281425716133,0.029028923740156524,0.010547736561019394,0.12459928341349309
15,0.0113955202996253,0.023874031602848605,0.00867469280812341,0.1168773541218346
17,0.011062610112035,0.027773885229931284,0.010091714984116155,0.11612542378505308
18,0.0110585074361214,0.027948151639110675,0.010155035146858404,0.11674885070716959
20,0.0110446327177381,0.028916207879237415,0.010506780953506512,0.11912105990552294
21,0.0110325657057236,0.050951258079772264,0.01851327498354753,0.12604512977703825
22,0.0107003743583011,0.02351526105244797,0.008544332575503313,0.11194843246569705
23,0.009797749591218,0.01139117284292409,0.004139012914970502,0.08616173984372086
24,0.007141753818858,0.009127977061981114,0.0033166747154190377,0.08307000821204444
26,0.0065837605828268,0.008469499736686538,0.003077415229921681,0.07786651786808614
27,0.0065776209376556,0.014031314420797178,0.005098315371254031,0.08674058504892039
29,0.0060291496595542,0.013402548885833587,0.004869851743707617,0.08142886950768526
30,0.0053005939795653,0.018609052026560133,0.006761648491808743,0.09260870080529446
