Model,MSE_Train,NMSE_Train
Model_1,459.1376363812652,6.981028555520594
Model_2,137.20217312720274,2.086111467640873
Model_3,68.84486667314667,1.046762325855489
Model_4,0.30682940353283406,0.00466523468783416
Model_5,0.13175367466015478,0.0020032689377124683
Model_6,0.00011029481060425176,1.6769943505886708e-06
Model_7,0.00011029481060424536,1.6769943505885736e-06
Model_8,8.778411443068438e-05,1.3347270208378434e-06
Model_9,8.778411392695104e-05,1.3347270131787527e-06
Model_10,8.509026660903385e-05,1.2937679987995084e-06
Model_11,8.503090614559014e-05,1.2928654435360461e-06
Model_12,8.116194672282366e-05,1.2340392570718747e-06
Model_13,2.2580742470277826e-06,3.433323594038051e-08
Model_14,1.2930934518565847e-06,1.9661037556222997e-08
