complexity,loss,score,equation,sympy_format,lambda_format
1,3033.8474,0.0,x1,x1,PySRFunction(X=>x1)
2,1.326504,7.735039951960144,sin(x1),sin(x1),PySRFunction(X=>sin(x1))
3,1.039715,0.24360027290897118,x1 - x1,-x1 + x1,PySRFunction(X=>-x1 + x1)
4,0.47073525,0.7924060820513941,sin(x0 - x1),sin(x0 - x1),PySRFunction(X=>sin(x0 - x1))
5,0.27398124,0.5412361971762824,sin(x0) * cos(x1),sin(x0)*cos(x1),PySRFunction(X=>sin(x0)*cos(x1))
7,0.24586067,0.05414732176359978,sin(cos(x1) / sin(sin(x0))),sin(cos(x1)/sin(sin(x0))),PySRFunction(X=>sin(cos(x1)/sin(sin(x0))))
8,0.011662314,3.0484023758703755,(sin(x0) + sin(x0)) * cos(x1),(sin(x0) + sin(x0))*cos(x1),PySRFunction(X=>(sin(x0) + sin(x0))*cos(x1))
9,0.011662219,8.145929438407295e-06,sin(x0 + x1) + sin(x0 - x1),sin(x0 - x1) + sin(x0 + x1),PySRFunction(X=>sin(x0 - x1) + sin(x0 + x1))
11,0.011550475,0.004813954950246719,(sin(x0) / 0.4948034) * cos(x1),sin(x0)*cos(x1)/0.4948034,PySRFunction(X=>sin(x0)*cos(x1)/0.4948034)
13,0.010698512,0.03831094764324427,((sin(x0) + sin(x0)) * cos(x1)) + (cos(x1) / x1),(sin(x0) + sin(x0))*cos(x1) + cos(x1)/x1,PySRFunction(X=>(sin(x0) + sin(x0))*cos(x1) + cos(x1)/x1)
14,0.010501461,0.01859027603565656,(sin(cos(x1)) / x1) + (cos(x1) * (sin(x0) + sin(x0))),(sin(x0) + sin(x0))*cos(x1) + sin(cos(x1))/x1,PySRFunction(X=>(sin(x0) + sin(x0))*cos(x1) + sin(cos(x1))/x1)
15,0.0105013605,9.570142754568142e-06,(sin(x0 + x1) + sin(x0 - x1)) + (sin(cos(x1)) / x1),sin(x0 - x1) + sin(x0 + x1) + sin(cos(x1))/x1,PySRFunction(X=>sin(x0 - x1) + sin(x0 + x1) + sin(cos(x1))/x1)
16,0.010449003,0.004998253037649665,((sin(x0) + sin(x0)) * cos(x1)) + (cos(x1) / (x1 + log(x1))),2*sin(x0)*cos(x1) + cos(x1)/(x1 + log(x1)),PySRFunction(X=>2*sin(x0)*cos(x1) + cos(x1)/(x1 + log(x1)))
17,0.010252306,0.019003911269791104,(cos(x1) * (sin(x0) + sin(x0))) + (cos(sin(x0)) / (x1 / cos(x1))),(sin(x0) + sin(x0))*cos(x1) + cos(sin(x0))/((x1/cos(x1))),PySRFunction(X=>(sin(x0) + sin(x0))*cos(x1) + cos(sin(x0))/((x1/cos(x1))))
20,0.010088975,0.005353137471353899,(cos(sin(x0)) / (x1 / cos(x1))) + (cos(x1) * (sin(x0) / 0.49371618)),sin(x0)*cos(x1)/0.49371618 + cos(sin(x0))/((x1/cos(x1))),PySRFunction(X=>sin(x0)*cos(x1)/0.49371618 + cos(sin(x0))/((x1/cos(x1))))
22,0.010072885,0.0007980416199571133,(cos(-0.22994792 - x1) / (log(x1) + x1)) + (cos(x1) * (sin(x0) + sin(x0))),2*sin(x0)*cos(x1) + cos(x1 + 0.22994792)/(x1 + log(x1)),PySRFunction(X=>2*sin(x0)*cos(x1) + cos(x1 + 0.22994792)/(x1 + log(x1)))
23,0.010067733,0.0005116029818322688,((sin(x0) / 0.491938) * cos(x1)) + ((cos(x1) / log(x1)) / (log(x0) * log(x1))),2.03277648809403*sin(x0)*cos(x1) + cos(x1)/(log(x0)*log(x1)**2),PySRFunction(X=>2.03277648809403*sin(x0)*cos(x1) + cos(x1)/(log(x0)*log(x1)**2))
24,0.009901474,0.016651922308564975,(sin(x1 + 1.9479402) / (x1 + x1)) + ((sin(x0) / 0.492988) * cos(x1)),sin(x0)*cos(x1)/0.492988 + sin(x1 + 1.9479402)/(x1 + x1),PySRFunction(X=>sin(x0)*cos(x1)/0.492988 + sin(x1 + 1.9479402)/(x1 + x1))
