Model,MSE_Train,NMSE_Train
Model_1,48.55318625755649,168.02194483539998
Model_2,14.399319349553991,49.829925240828636
Model_3,5.2559455715938626,18.18859409562986
Model_4,2.1052509140047837,7.285378781552884
Model_5,0.3734444717966547,1.2923326206946326
Model_6,0.2889695492457213,1.0000008115825454
Model_7,0.180951852488147,0.6261974655040278
Model_8,0.10114772559886114,0.3500292953102131
Model_9,0.03214052713789399,0.11122470622416529
Model_10,0.0018765653875219516,0.0064939953549014
Model_11,0.00039752256976344344,0.001375656685707719
Model_12,0.00039751559624743053,0.001375632553332212
Model_13,9.150988482451113e-05,0.0003166768240155372
Model_14,1.111285253786652e-05,3.845686019814496e-05
Model_15,1.0423037198576323e-05,3.606970244767309e-05
Model_16,1.0351179945853136e-05,3.582103503192343e-05
Model_17,8.630707335500812e-06,2.9867210446776972e-05
Model_18,6.17883293229178e-06,2.138231506763589e-05
