0,1,2,3
80.1437173453729,14.878191190250938,281.9001923061255,124.37626071817704
73.78802837304858,12.14943505082261,267.5840838237693,116.08564138731167
10.114981669871938,0.9410007996250691,9.675152744661318,13.174662467471137
7.9754816698719395,2.3647007996250693,12.51765274466129,10.80846246747113
4.510437671266928,0.5315156413109428,7.466228192035885,7.409477209734419
0.06702257873305939,2.5584373313109445,0.613578057964105,1.8105747697344299
0.051750523453378605,2.551674790861295,0.5866209155838646,1.8292547238791315
0.7755772283257443,1.5692365028023758,0.3189247939653228,2.5105713111174452
0.11775276320403805,1.0836758409393,1.0897244804359616,1.1724038483368986
0.12384824145324558,0.7297286626934376,0.7570077078057693,1.264053481668455
0.4405272247579859,0.8782591669005253,0.4171778043360632,1.0868977891684182
0.44520908559667305,0.8795923150048921,0.4246327167793993,1.0809188663502738
0.6284333452504001,0.3514645735317856,0.45187608695181325,1.0122907387564624
0.4615069718160356,0.07132384113164036,0.07797795129022234,0.4664616532237176
0.45755480016299543,0.14120143117800055,0.04612448059788221,0.38618430209189114
0.23952040493946924,0.009872487544040354,0.08951631430193174,0.08685877731780067
