Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_1,8.034760087643695e-17,1.616038915834891,8.963682327951887e-09,1.144444549193831e-16,1.5310149354501255,1.0697871513501324e-08,8.729228190389507e-17,1.6071133333475949,9.343033870424267e-09
Model_2,4.97188527387208e-17,1.0,7.051159673324722e-09,7.4750710962683e-17,1.0,8.645849348831092e-09,5.431619543723556e-17,1.0,7.369952200471558e-09
Model_3,4.9731092331984494e-17,1.0002461761,7.052027533410834e-09,7.476911280118004e-17,1.0002461761,8.646913484080898e-09,5.432956678639514e-17,1.0002461761,7.3708592976935286e-09
Model_4,4.078191389659426e-17,0.8202505015734907,6.386071867478024e-09,6.215666038098871e-17,0.8315193204251732,7.88394954201184e-09,4.578709984211719e-17,0.8429732508608033,6.766616572713219e-09
Model_5,3.8924050270326803e-17,0.7828831142761454,6.238914190011496e-09,5.70234849658925e-17,0.7628487305540107,7.55138960495964e-09,4.339017268587122e-17,0.7988441078501204,6.587121730002507e-09
Model_6,3.2209272682527264e-17,0.6478281558866872,5.675321372620872e-09,4.790106477146702e-17,0.640810825135565,6.921059512203823e-09,3.627466825794468e-17,0.6678425829706988,6.022845528315057e-09
Model_7,3.142459895368649e-17,0.6320459387674722,5.605764796500696e-09,4.445980453496322e-17,0.5947743367572572,6.667818573938798e-09,3.6525201056500266e-17,0.6724550709503675,6.04360828119264e-09
Model_8,3.119287036727851e-17,0.6273851597340994,5.585057776538978e-09,4.530134182953396e-17,0.6060322536885203,6.7306271497932465e-09,3.564628600800983e-17,0.6562736163875924,5.970451072407329e-09
Model_9,2.7929006889717203e-17,0.5617387640959428,5.284790146232602e-09,5.199712780531952e-17,0.6956071338408739,7.210903397308795e-09,3.265398555083529e-17,0.6011832251500056,5.714366592268586e-09
Model_10,2.7662899403431445e-17,0.5563865189891583,5.259553156251151e-09,4.276771788827509e-17,0.5721379413986518,6.539703195732593e-09,3.1749669262624905e-17,0.584534115599331,5.634684486519623e-09
Model_11,2.376676200063605e-17,0.478023137933885,4.875116614055099e-09,3.530093014376646e-17,0.4722487544150499,5.941458587229777e-09,2.8248061911810956e-17,0.5200670202398964,5.314890583239786e-09
Model_12,2.3609856233892096e-17,0.47486727736790385,4.8589974515214654e-09,3.466004151864637e-17,0.46367507508991224,5.887277937947755e-09,2.801680360995653e-17,0.5158093895278623,5.293090175876142e-09
Model_13,2.1305516819684674e-17,0.4285198802081779,4.615789945359805e-09,3.051976212707698e-17,0.4082872488304898,5.524469397786269e-09,2.6275329177953493e-17,0.48374759989063737,5.1259466616375844e-09
Model_14,1.7546951722883012e-17,0.3529235039894139,4.188908177900658e-09,8.479954412959966e-17,1.1344312721243979,9.208666794362779e-09,4.020424149444395e-17,0.7401888363278589,6.340681469246342e-09
Model_15,1.7528981146512148e-17,0.3525620600827071,4.186762609285622e-09,7.296520509052531e-17,0.9761138610032879,8.54196728456187e-09,3.667045772307181e-17,0.6751293500562999,6.0556137362840285e-09
Model_16,1.5743548961361715e-17,0.31665149322926184,3.967814128882768e-09,2.3907348131242683e-15,31.98277022833628,4.8895140997079335e-08,1.1679969705052138e-16,2.150365947215281,1.080739085304688e-08
Model_17,1.4995875322427565e-17,0.3016134624270775,3.872450816011427e-09,4.212834872505347e-16,5.635845891296572,2.0525191527743042e-08,6.51129668302661e-17,1.198776282214144,8.069260612365058e-09
Model_18,1.4722189818914482e-17,0.2961087999411723,3.836950588542219e-09,4.2465133535973163e-16,5.680900286978217,2.060707003335825e-08,6.324002497570592e-17,1.1642940833141044,7.952359711161583e-09
Model_19,1.4389959407806675e-17,0.28942661817696863,3.793409997325187e-09,7.11172852445037e-16,9.513927603980491,2.6667824291550988e-08,8.684500746770731e-17,1.598878691127401,9.319066877520909e-09
Model_20,1.413043619880303e-17,0.28420680326354986,3.759047246152012e-09,3.204657852065361e-16,4.2871269193214605,1.7901558178173657e-08,6.204081827572611e-17,1.1422158304039656,7.876599410642012e-09
Model_21,1.2626459234541073e-17,0.2539571719583877,3.5533729377228437e-09,2.9552478342666386e-16,3.9534712061025816,1.719083428535869e-08,5.800907885974196e-17,1.067988624622534,7.616369138883827e-09
Model_22,1.2458738948198568e-17,0.25058379793417407,3.5296938887385928e-09,3.043406577525006e-17,0.4071408202450854,5.516707874742876e-09,1.8662339817391743e-17,0.34358702164544624,4.319993034414725e-09
Model_23,9.405235184696373e-18,0.18916838717341566,3.066795588997802e-09,2.499935590718086e-17,0.33443636301547713,4.999935590303225e-09,1.5034927089488826e-17,0.27680375932924567,3.877489792312654e-09
Model_24,8.889629681434162e-18,0.1787979647911498,2.981548202098058e-09,2.1570506746478707e-17,0.28856590751688127,4.644405962712423e-09,1.3904276496344838e-17,0.25598767337104383,3.728843855184183e-09
Model_25,8.08564504198992e-18,0.16262734549570287,2.8435268667606994e-09,2.443050223428096e-17,0.3268263528152547,4.942722148197384e-09,1.350494920704537e-17,0.24863577241249996,3.674908054230115e-09
