Model,MSE_Train,NMSE_Train
Model_1,0.49425374231050817,4.473723689066062
Model_2,0.05229136654713287,0.4733138168300952
Model_3,0.016808283678663563,0.1521397015918577
Model_4,0.008972394586300251,0.0812133743706934
Model_5,0.0013526752763623495,0.012243701786024021
Model_6,0.0013196059129065853,0.011944375383389634
Model_7,0.0005123027955932474,0.00463709418143449
Model_8,0.0003397210171805416,0.0030749751233636645
Model_9,7.67655346004484e-05,0.0006948410527766781
Model_10,2.18193475094449e-05,0.00019749720331230946
Model_11,5.976853607604943e-07,5.409932041267966e-06
