Model,MSE_Train,NMSE_Train
Model_1,3522.1534685106744,13386.162008551195
Model_2,1.4877912359719003,5.654442572612767
Model_3,0.6201736063152392,2.3570081320373566
Model_4,0.617135875321791,2.3454630475939213
Model_5,0.2638593906754152,1.0028139269445937
Model_6,0.2628413951952001,0.998944972186102
Model_7,0.2619552180045951,0.9955770009867274
Model_8,0.2607714863933185,0.9910781558157666
Model_9,0.256412361353357,0.9745110316054946
Model_10,0.2505114170131379,0.9520841278240938
Model_11,0.2433130652812557,0.9247263470405509
Model_12,0.011029950102144751,0.0419200072721357
Model_13,0.010968177505696512,0.04168523670034269
Model_14,0.01091973935887607,0.04150114452874104
Model_15,0.010917728544202877,0.04149350230326018
Model_16,0.010917728537529177,0.041493502277896374
Model_17,0.010890832347027247,0.04139128164308004
Model_18,0.010885368416668137,0.041370515637951535
Model_19,0.010790120270965377,0.0410085191716447
Model_20,0.010749591585767066,0.040854487397927707
Model_21,0.010720045209459583,0.04074219456811389
Model_22,0.010674582602183824,0.04056941111850976
