Model,MSE_Train,NMSE_Train
Model_1,3552.4454258025735,18829.452484906757
Model_2,1.3126466118908109,6.957578244143722
Model_3,0.46098674921277094,2.443423346471951
Model_4,0.19033252429416664,1.0088423024034778
Model_5,0.18866429785929878,1.000000001783951
Model_6,0.18807663699667856,0.9968851524439512
Model_7,0.18037031098352801,0.9560383885657877
Model_8,0.0007675786017351894,0.004068488907620208
Model_9,0.0007517695144595403,0.003984694106572891
Model_10,0.0007517694045056451,0.003984693523771074
Model_11,0.000751444762187647,0.003982972783163228
Model_12,0.0007192425516869437,0.0038122875452907927
Model_13,0.0007190993043309741,0.0038115282741523183
Model_14,0.0007140137908535508,0.0037845729172342425
Model_15,0.000714013782581423,0.0037845728733884912
