Complexity,Loss,MSE,NMSE,Absolute Error
1,2.341362558861839,2.1919676297175044,0.6403000819877244,0.8150416790832354
3,1.5998494372138057,1.6974330744509445,0.4958405963685183,0.8637797444366961
5,1.4135885879780383,1.2432659809144062,0.3631729313514715,0.525088762206462
6,0.8671695205974203,0.8082046320185551,0.23608628390695385,0.8440529710230977
7,0.8008478821340574,0.7487314256478461,0.2187134457322653,0.5577899212465767
8,0.0274722780530105,0.032038811348746934,0.009358921753801515,0.14393297570655994
10,0.0174751968928889,0.02332857664438922,0.006814557539786485,0.12557715247769866
12,0.0090599418204232,0.029908602015326385,0.008736662012212184,0.11593391737765431
14,0.0037278756981437,0.0032208455371621827,0.0009408476811222468,0.044312451341499366
15,0.0030844804276139,0.018155050672911035,0.00530330844158241,0.07242648677817971
17,0.0030322261769925,0.017898835878810148,0.005228465021704713,0.07162627752290221
18,0.0029367920229993,0.01725800718814518,0.005041271261354454,0.07147600139509555
20,0.0028655253201999,0.020563202087953612,0.006006758404796209,0.07548514382908379
22,0.0028405645423588,0.018172377862949486,0.0053083699219855975,0.06971214458110644
23,0.0026538999658602,0.023696542114110934,0.006922044674741041,0.07729853632089859
25,0.0026114465552667,0.023255421650387235,0.006793188087052679,0.07572109844226928
27,0.0014748498394683,0.014962338723329366,0.0043706789194284746,0.06285309451466388
30,0.0008126926372682,0.015386696345862119,0.004494638879792878,0.05513917478098276
