Model,MSE_Train,NMSE_Train
Model_1,2758.453425165126,2258.1784615118854
Model_2,1.516891099842472,1.2417867123923958
Model_3,1.2320153934534097,1.0085762552184612
Model_4,0.49633907865964505,0.4063226903926317
Model_5,0.3115894549641204,0.25507938238691996
Model_6,0.3043509283256373,0.24915363979544444
Model_7,0.000891184553947953,0.0007295587254067468
Model_8,0.000891184553947896,0.0007295587254067
Model_9,0.0008632706807179616,0.0007067073309513314
Model_10,0.0008632699987460707,0.0007067067726623202
Model_11,0.0008630698785670021,0.0007065429464131749
Model_12,0.0008294901525285126,0.0006790532620154593
Model_13,0.0008247932108976574,0.0006752081608696458
Model_14,0.0008168207813517043,0.0006686816164943263
Model_15,0.0008065496482235661,0.0006602732629605361
Model_16,0.0007891551598006062,0.0006460334506267844
Model_17,0.0007826480721827105,0.0006407064927844481
Model_18,0.0007763456152852111,0.0006355470536977838
Model_19,0.000768885954174996,0.0006294402817307142
Model_20,0.0007633642764238326,0.0006249200191606329
Model_21,0.0007569385403824467,0.0006196596589183171
Model_22,0.0007545931819301344,0.0006177396562482632
Model_23,0.0007512302774209207,0.0006149866503567924
Model_24,0.0007386674358321552,0.0006047022141461509
