Model,MSE_Train,NMSE_Train
Model_1,3522.1038439532217,14159.50343984339
Model_2,1.4672560104962762,5.89863827082233
Model_3,0.5991449477851449,2.408672578945467
Model_4,0.5954927718839664,2.393990161979133
Model_5,0.24932244941188736,1.0023219747307048
Model_6,0.24716590493723228,0.9936522704119415
Model_7,0.2464978686512845,0.9909666420182593
Model_8,0.245097935334227,0.9853386533226794
Model_9,0.24001928658412175,0.9649215538750499
Model_10,0.0009111512575620699,0.003662995169156378
Model_11,0.0008892285706646198,0.0035748619470005417
Model_12,0.0008892285706646198,0.0035748619470005417
Model_13,0.000884130246352524,0.003554365748185026
Model_14,0.0008600588495693611,0.003457594318194912
Model_15,0.0008600253829664027,0.0034574597763129275
Model_16,0.0008577214415689524,0.0034481975093305383
Model_17,0.00085703614997078,0.0034454425114169257
Model_18,0.0008553232406969208,0.003438556301972253
Model_19,0.0008478533901592113,0.0034085261327694346
