Model,MSE_Train,NMSE_Train
Model_1,4.871593687292546,11.905760511672655
Model_2,0.061540228129130764,0.15039908189599663
Model_3,0.060866412651265835,0.1487523341942242
Model_4,0.05963990931548544,0.14575486438867385
Model_5,0.020988124541289687,0.051293190774419545
Model_6,0.011765699638516043,0.02875436892732667
Model_7,0.002793768029124311,0.006827731378067273
Model_8,0.0013537902073814693,0.0033085480905713986
Model_9,0.0009034766633898967,0.0022080201003346223
Model_10,0.0007434023932571474,0.001816812202752243
Model_11,0.0003109742988847697,0.0007599947297462386
Model_12,8.242861320671741e-05,0.00020144851790664995
Model_13,8.12105467487828e-05,0.0001984716671127713
Model_14,3.367441219064957e-05,8.229739847947795e-05
Model_15,3.3673911134450576e-05,8.229617394075591e-05
Model_16,4.870288023658003e-06,1.1902569580831643e-05
Model_17,8.886930690691897e-07,2.1718902535571334e-06
