Model,MSE_Train,NMSE_Train
Model_1,3429.689122610786,3090.8653738565567
Model_2,0.542626169312775,0.48901937689342423
Model_3,0.5426261693127747,0.489019376893424
Model_4,0.35243628920152614,0.3176186190176497
Model_5,0.05136399564179506,0.04628967522026923
Model_6,0.05136399564179509,0.046289675220269264
Model_7,0.05031661523932333,0.04534576698149817
Model_8,0.05000020962108505,0.04506061951344954
Model_9,0.04948568183669976,0.0445969226430367
Model_10,0.049282921593764406,0.04441419336592759
Model_11,0.04928292190115795,0.0444141936429533
Model_12,0.049210432405208976,0.044348865484922916
