Model,MSE_Train,NMSE_Train
Model_1,991.1670570550003,1.7068495034787259
Model_2,606.6904001324955,1.044757491545643
Model_3,6.825062896215735,0.011753170298284514
Model_4,4.394897460195491,0.007568278721917136
Model_5,4.109798502629483,0.007077321107153675
Model_6,2.586601439655197,0.00445428381779626
Model_7,1.917015998166254,0.0033012172684117732
Model_8,1.2440569281026272,0.0021423411269745306
Model_9,0.01952212198576712,3.3618272501170014e-05
Model_10,1.1950138418649382e-09,2.0578859720155024e-12
Model_11,1.0960807773631982e-09,1.8875172629059006e-12
Model_12,1.0948244811025973e-09,1.8853538449095435e-12
Model_13,9.247652158625062e-10,1.5925015246362524e-12
